year,round,target_round,strategy,listed,played,dnp,hits,bullseyes,misses,misses_rankable,misses_masked,def_played,def_hits,def_bulls,mid_played,mid_hits,mid_bulls,fwd_played,fwd_hits,fwd_bulls
2024,23,24,bayes_p80,27,24,3,12,6,10,9,1,8,3,1,10,6,2,9,5,4
2025,2,3,newsletter_current,29,24,5,10,8,8,7,1,8,2,1,8,6,5,9,3,3
2025,2,3,avg20,29,23,6,7,1,15,14,1,6,0,0,9,6,1,9,2,1
2025,2,3,avg5,29,24,5,10,8,8,7,1,8,2,1,8,6,5,9,3,3
2025,2,3,avg3,29,24,5,10,8,8,7,1,8,2,1,8,6,5,9,3,3
2025,2,3,ceiling_p100,29,25,4,8,1,15,14,1,8,2,0,10,6,1,8,1,0
2025,2,3,bayes_p80,28,21,7,8,1,15,14,1,6,1,0,8,6,1,9,3,1
2025,3,4,newsletter_current,27,22,5,5,2,12,11,1,9,2,0,7,1,0,9,3,2
2025,3,4,avg20,28,24,4,6,2,12,11,1,9,2,1,9,2,1,8,2,0
2025,3,4,avg5,27,22,5,5,2,12,11,1,9,2,0,7,1,0,9,3,2
2025,3,4,avg3,27,22,5,5,2,12,11,1,9,2,0,7,1,0,9,3,2
2025,3,4,ceiling_p100,29,23,6,9,2,12,11,1,7,1,0,8,4,1,9,4,1
2025,3,4,bayes_p80,28,24,4,7,3,11,10,1,8,2,1,9,2,1,9,3,1
2025,4,5,newsletter_current,27,22,5,7,3,14,14,0,8,1,0,8,5,3,9,4,3
2025,4,5,avg20,27,22,5,12,6,11,11,0,7,4,3,9,7,3,9,4,2
2025,4,5,avg5,27,22,5,7,3,14,14,0,8,1,0,8,5,3,9,4,3
2025,4,5,avg3,27,24,3,8,4,13,13,0,8,3,1,10,5,3,9,3,2
2025,4,5,ceiling_p100,30,24,6,11,7,10,10,0,7,3,2,8,5,3,9,3,2
2025,4,5,bayes_p80,26,22,4,11,6,11,11,0,8,4,3,9,6,3,9,4,2
2025,5,6,newsletter_current,29,24,5,13,8,9,8,1,9,4,3,7,5,3,9,5,2
2025,5,6,avg20,29,26,3,12,5,12,11,1,9,4,1,8,4,2,10,5,3
2025,5,6,avg5,29,24,5,13,8,9,8,1,9,4,3,7,5,3,9,5,2
2025,5,6,avg3,26,21,5,8,3,14,13,1,9,2,1,7,5,2,9,4,1
2025,5,6,ceiling_p100,29,25,4,9,3,14,13,1,9,3,1,8,4,1,9,3,1
2025,5,6,bayes_p80,28,27,1,13,7,10,9,1,10,4,2,9,4,2,10,6,4
2025,6,7,newsletter_current,27,22,5,13,4,15,14,1,7,4,2,9,6,1,9,6,2
2025,6,7,avg20,28,24,4,9,5,14,13,1,9,4,2,8,3,2,9,4,3
2025,6,7,avg5,27,22,5,13,4,15,14,1,7,4,2,9,6,1,9,6,2
2025,6,7,avg3,27,24,3,11,3,16,15,1,9,3,1,9,5,1,9,5,2
2025,6,7,ceiling_p100,28,25,3,8,3,16,15,1,9,2,2,9,3,1,9,5,1
2025,6,7,bayes_p80,27,23,4,9,5,14,13,1,9,4,2,8,3,3,9,5,3
2025,7,8,newsletter_current,26,22,4,12,5,15,15,0,9,4,2,8,6,2,9,5,2
2025,7,8,avg20,29,26,3,9,5,15,15,0,10,3,2,9,4,3,8,2,0
2025,7,8,avg5,26,22,4,11,4,16,16,0,9,3,1,8,6,2,9,5,2
2025,7,8,avg3,28,26,2,11,4,16,16,0,10,3,1,9,6,2,9,3,1
2025,7,8,ceiling_p100,29,28,1,9,3,17,17,0,10,3,1,9,4,2,10,3,0
2025,7,8,bayes_p80,28,25,3,7,3,17,17,0,10,2,2,8,3,1,9,3,0
2025,8,9,newsletter_current,26,23,3,7,5,11,10,1,9,4,3,9,3,2,9,1,1
2025,8,9,avg20,29,27,2,10,5,11,10,1,9,2,1,9,4,2,10,5,3
2025,8,9,avg5,26,23,3,7,5,11,10,1,9,4,3,9,3,2,9,1,1
2025,8,9,avg3,28,27,1,8,5,11,10,1,9,2,1,10,4,3,10,3,2
2025,8,9,ceiling_p100,29,27,2,9,5,11,10,1,9,3,2,10,1,1,9,5,2
2025,8,9,bayes_p80,28,26,2,10,4,12,11,1,9,2,0,9,3,2,10,6,3
2025,9,10,newsletter_current,27,25,2,10,4,7,7,0,10,3,3,10,5,1,8,5,1
2025,9,10,avg20,29,29,0,13,5,6,6,0,10,6,2,10,4,2,10,3,1
2025,9,10,avg5,27,25,2,11,4,7,7,0,10,4,3,10,5,1,8,5,1
2025,9,10,avg3,29,27,2,10,3,8,8,0,10,3,2,10,5,1,8,3,0
2025,9,10,ceiling_p100,29,29,0,11,2,9,9,0,10,6,1,10,3,1,10,3,0
2025,9,10,bayes_p80,28,28,0,12,4,7,7,0,10,6,2,10,3,1,10,3,1
2025,10,11,newsletter_current,27,26,1,13,4,15,14,1,10,5,1,10,5,2,9,4,1
2025,10,11,avg20,30,28,2,10,1,18,17,1,10,2,1,10,5,0,8,3,0
2025,10,11,avg5,28,27,1,12,4,15,14,1,10,4,1,10,5,2,9,3,1
2025,10,11,avg3,28,26,2,13,3,16,15,1,10,5,1,10,6,1,8,3,1
2025,10,11,ceiling_p100,28,25,3,12,2,17,16,1,10,5,2,8,4,0,9,4,0
2025,10,11,bayes_p80,28,24,4,11,1,18,17,1,9,2,0,9,6,0,8,3,1
2025,11,12,newsletter_current,28,22,6,11,3,12,11,1,7,3,0,8,4,1,8,4,2
2025,11,12,avg20,27,19,8,11,5,10,9,1,7,3,0,7,5,2,6,4,3
2025,11,12,avg5,28,22,6,10,4,11,10,1,7,2,0,8,4,1,8,4,3
2025,11,12,avg3,28,22,6,6,4,11,10,1,7,1,1,10,3,1,7,2,2
2025,11,12,ceiling_p100,28,14,14,8,4,11,10,1,3,2,0,6,2,1,5,4,3
2025,11,12,bayes_p80,27,17,10,9,3,12,11,1,6,3,1,8,5,1,6,4,1
2025,12,13,newsletter_current,28,22,6,10,4,11,11,0,7,3,1,9,5,2,8,3,2
2025,12,13,avg20,27,19,8,8,6,9,9,0,8,4,3,6,2,2,7,3,2
2025,12,13,avg5,27,23,4,12,4,11,11,0,8,4,1,9,6,3,9,4,2
2025,12,13,avg3,29,23,6,11,6,9,9,0,7,3,2,9,6,3,8,3,2
2025,12,13,ceiling_p100,27,18,9,6,2,13,13,0,7,2,0,5,1,1,8,4,2
2025,12,13,bayes_p80,27,18,9,5,3,12,12,0,7,3,2,5,1,1,6,1,0
2025,13,14,newsletter_current,28,17,11,5,1,12,11,1,5,2,0,5,2,0,9,2,1
2025,13,14,avg20,28,23,5,8,4,9,8,1,7,1,0,8,3,1,9,4,3
2025,13,14,avg5,29,16,13,6,1,12,11,1,4,2,0,4,3,0,9,2,1
2025,13,14,avg3,29,20,9,5,1,12,11,1,6,2,0,5,2,0,10,2,1
2025,13,14,ceiling_p100,28,19,9,6,3,10,9,1,5,1,0,6,2,1,9,3,2
2025,13,14,bayes_p80,27,19,8,5,2,11,10,1,6,1,0,8,3,1,7,1,1
2025,14,15,newsletter_current,29,17,12,7,1,11,11,0,7,3,0,6,3,1,5,1,0
2025,14,15,avg20,27,16,11,5,4,8,8,0,6,2,1,5,2,2,7,2,2
2025,14,15,avg5,29,16,13,5,0,12,12,0,7,2,0,6,2,0,4,1,0
2025,14,15,avg3,28,19,9,9,2,10,10,0,8,4,0,7,3,1,5,2,1
2025,14,15,ceiling_p100,27,17,10,5,3,9,9,0,6,2,1,6,2,1,7,2,2
2025,14,15,bayes_p80,27,18,9,6,5,7,7,0,5,2,1,7,3,3,9,3,3
2025,15,16,newsletter_current,29,20,9,9,2,16,16,0,6,3,0,8,3,2,6,3,0
2025,15,16,avg20,28,23,5,12,2,16,16,0,8,3,0,9,6,2,8,4,0
2025,15,16,avg5,29,19,10,7,2,16,16,0,6,3,0,8,3,2,5,1,0
2025,15,16,avg3,27,18,9,7,2,16,16,0,6,3,1,8,3,1,6,2,0
2025,15,16,ceiling_p100,28,21,7,11,2,16,16,0,5,3,1,9,5,1,9,5,0
2025,15,16,bayes_p80,27,21,6,11,4,14,14,0,8,3,1,8,6,3,7,3,0
2025,16,17,newsletter_current,27,23,4,9,3,10,8,2,7,3,2,10,4,1,9,2,0
2025,16,17,avg20,26,18,8,10,4,9,7,2,6,5,4,8,4,0,7,3,0
2025,16,17,avg5,28,24,4,10,4,9,7,2,7,3,2,10,4,1,9,3,1
2025,16,17,avg3,28,24,4,8,3,10,8,2,7,3,1,10,3,1,9,3,1
2025,16,17,ceiling_p100,27,17,10,6,2,11,9,2,4,3,2,8,2,0,7,2,0
2025,16,17,bayes_p80,27,19,8,8,3,10,8,2,5,4,2,9,3,0,8,2,1
2025,17,18,newsletter_current,27,3,24,1,0,0,0,0,1,0,0,1,0,0,1,1,0
2025,17,18,avg20,28,1,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025,17,18,avg5,27,3,24,1,0,0,0,0,1,0,0,1,0,0,2,1,0
2025,17,18,avg3,26,2,24,1,0,0,0,0,1,0,0,0,0,0,2,1,0
2025,17,18,ceiling_p100,28,1,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025,17,18,bayes_p80,28,2,26,1,0,0,0,0,0,0,0,0,0,0,2,1,0
2025,18,19,newsletter_current,27,23,4,7,4,14,12,2,8,3,1,10,3,2,8,1,1
2025,18,19,avg20,28,22,6,9,4,14,12,2,8,4,1,8,5,3,8,0,0
2025,18,19,avg5,27,22,5,8,4,14,12,2,8,3,1,9,4,2,8,1,1
2025,18,19,avg3,26,24,2,9,3,15,13,2,9,4,1,10,4,1,9,1,1
2025,18,19,ceiling_p100,28,17,11,7,2,16,14,2,6,2,0,7,5,2,5,0,0
2025,18,19,bayes_p80,28,22,6,10,4,14,12,2,8,4,1,8,5,3,8,1,0
2025,19,20,newsletter_current,27,22,5,10,4,13,11,2,8,3,0,9,4,1,8,4,4
2025,19,20,avg20,28,25,3,9,4,13,11,2,8,1,0,9,3,1,10,5,3
2025,19,20,avg5,27,23,4,10,3,14,12,2,9,3,0,9,4,1,8,4,3
2025,19,20,avg3,27,22,5,12,3,14,12,2,8,3,0,9,5,1,8,5,3
2025,19,20,ceiling_p100,30,24,6,11,2,15,13,2,8,3,0,8,4,0,8,4,2
2025,19,20,bayes_p80,27,24,3,10,4,13,11,2,8,2,0,9,5,3,10,5,3
2026,2,3,newsletter_current,28,19,9,7,3,16,7,9,6,2,0,8,4,2,7,2,2
2026,2,3,avg20,28,16,12,7,5,14,5,9,4,1,1,7,4,2,6,3,3
2026,2,3,avg5,28,19,9,7,3,16,7,9,6,2,0,8,4,2,7,2,2
2026,2,3,avg3,28,19,9,7,3,16,7,9,6,2,0,8,4,2,7,2,2
2026,2,3,ceiling_p100,29,19,10,7,5,14,5,9,6,1,1,6,3,1,8,4,4
2026,2,3,bayes_p80,27,17,10,9,6,13,4,9,4,2,2,8,4,2,7,4,3
2026,2,3,model,27,20,7,6,5,14,5,9,8,3,2,7,3,3,8,2,2
2026,3,4,newsletter_current,27,24,3,10,4,11,10,1,9,3,2,9,4,1,9,4,1
2026,3,4,avg20,26,23,3,15,7,8,7,1,9,5,3,8,5,2,9,7,3
2026,3,4,avg5,27,24,3,10,4,11,10,1,9,3,2,9,4,1,9,4,1
2026,3,4,avg3,27,24,3,10,4,11,10,1,9,3,2,9,4,1,9,4,1
2026,3,4,ceiling_p100,27,23,4,12,4,11,10,1,9,5,2,7,3,1,9,5,1
2026,3,4,bayes_p80,27,23,4,12,4,11,10,1,9,3,1,7,5,1,9,5,2
2026,3,4,model,27,20,7,12,4,11,9,2,10,6,2,6,4,0,6,3,2
2026,4,5,newsletter_current,28,27,1,10,1,12,10,2,9,2,0,9,4,0,10,5,1
2026,4,5,avg20,24,21,3,6,0,13,11,2,7,3,0,10,3,0,10,2,0
2026,4,5,avg5,28,27,1,10,1,12,10,2,9,2,0,9,4,0,10,5,1
2026,4,5,avg3,28,27,1,10,2,11,9,2,9,2,0,9,4,1,10,5,1
2026,4,5,ceiling_p100,27,27,0,12,5,8,6,2,10,4,1,10,5,2,10,4,2
2026,4,5,bayes_p80,25,22,3,8,0,13,11,2,7,2,0,10,4,0,10,4,0
2026,4,5,model,27,23,4,10,1,12,8,4,9,4,0,7,5,1,10,3,0
2026,5,6,newsletter_current,27,24,3,9,2,26,23,3,8,2,0,9,3,1,9,4,1
2026,5,6,avg20,25,23,2,11,5,23,20,3,8,4,2,10,5,3,10,5,2
2026,5,6,avg5,27,24,3,9,2,26,23,3,8,2,0,9,3,1,9,4,1
2026,5,6,avg3,27,25,2,4,2,26,23,3,8,1,0,9,1,1,10,2,1
2026,5,6,ceiling_p100,28,25,3,11,3,25,22,3,9,3,0,8,4,2,10,6,2
2026,5,6,bayes_p80,27,24,3,11,4,24,21,3,9,4,2,8,3,1,10,5,2
2026,5,6,model,27,25,2,7,3,25,21,4,8,2,0,9,2,2,10,4,2
2026,6,7,newsletter_current,28,26,2,11,2,19,18,1,9,2,1,10,5,1,9,4,0
2026,6,7,avg20,26,24,2,10,2,19,18,1,9,3,1,9,4,0,10,4,1
2026,6,7,avg5,28,26,2,11,2,19,18,1,9,2,1,10,5,1,9,4,0
2026,6,7,avg3,28,28,0,12,3,18,17,1,10,3,1,10,4,1,10,5,1
2026,6,7,ceiling_p100,27,24,3,10,3,18,17,1,8,3,1,9,3,0,10,5,2
2026,6,7,bayes_p80,27,26,1,11,2,19,18,1,9,3,1,10,4,0,10,5,1
2026,6,7,model,29,27,2,10,4,17,15,2,9,4,2,10,3,0,9,3,2
2026,7,8,newsletter_current,29,26,3,11,7,12,12,0,9,2,2,8,5,3,10,4,2
2026,7,8,avg20,27,23,4,7,3,16,16,0,8,4,1,8,2,1,10,1,1
2026,7,8,avg5,29,26,3,11,7,12,12,0,9,2,2,8,5,3,10,4,2
2026,7,8,avg3,28,26,2,11,6,13,13,0,9,3,2,9,4,2,10,4,2
2026,7,8,ceiling_p100,26,23,3,6,1,18,18,0,9,3,0,8,2,1,10,2,0
2026,7,8,bayes_p80,26,23,3,8,3,16,16,0,8,4,1,9,2,1,10,3,2
2026,7,8,model,28,25,3,8,5,14,14,0,9,3,1,8,3,3,10,3,2
2026,8,9,newsletter_current,28,26,2,14,3,15,14,1,9,5,1,9,5,1,10,6,1
2026,8,9,avg20,27,23,4,12,5,13,12,1,7,4,1,9,5,4,10,6,2
2026,8,9,avg5,28,26,2,14,3,15,14,1,9,5,1,9,5,1,10,6,1
2026,8,9,avg3,30,28,2,14,4,14,13,1,9,5,2,9,6,2,10,3,0
2026,8,9,ceiling_p100,27,24,3,11,4,14,13,1,8,3,1,9,4,2,10,6,3
2026,8,9,bayes_p80,26,24,2,14,6,12,11,1,8,4,1,10,6,4,10,7,3
2026,8,9,model,28,24,4,11,5,13,12,1,9,4,3,7,2,1,10,6,1
2026,9,10,newsletter_current,28,26,2,11,5,15,14,1,10,5,2,8,3,2,10,3,1
2026,9,10,avg20,28,23,5,12,4,16,15,1,9,7,3,7,2,0,9,4,1
2026,9,10,avg5,28,26,2,11,5,15,14,1,10,5,2,8,3,2,10,3,1
2026,9,10,avg3,26,23,3,11,6,14,13,1,9,5,4,8,4,2,10,4,1
2026,9,10,ceiling_p100,28,25,3,14,6,14,13,1,8,6,3,9,4,2,10,5,1
2026,9,10,bayes_p80,27,23,4,10,2,18,17,1,9,5,1,8,3,1,8,3,0
2026,9,10,model,29,22,7,4,1,19,17,2,8,3,1,6,0,0,8,1,0
2026,10,11,newsletter_current,26,22,4,13,4,9,9,0,7,5,0,9,4,3,10,6,3
2026,10,11,avg20,27,22,5,12,4,9,9,0,6,5,0,10,4,4,9,5,2
2026,10,11,avg5,26,23,3,13,4,9,9,0,8,4,0,9,4,3,10,7,3
2026,10,11,avg3,26,24,2,10,5,8,8,0,9,4,1,9,3,3,10,4,2
2026,10,11,ceiling_p100,28,24,4,11,4,9,9,0,8,4,0,9,5,4,9,3,1
2026,10,11,bayes_p80,27,23,4,13,4,9,9,0,7,3,0,10,6,4,9,7,2
2026,10,11,model,28,20,8,11,1,12,11,1,7,4,0,6,3,1,8,5,0
2026,11,12,newsletter_current,25,18,7,6,2,10,10,0,5,2,1,7,3,1,10,3,1
2026,11,12,avg20,27,17,10,5,2,10,10,0,5,2,1,8,2,1,6,2,1
2026,11,12,avg5,25,18,7,6,2,10,10,0,5,2,1,7,3,1,10,3,1
2026,11,12,avg3,27,20,7,4,2,10,10,0,6,2,1,7,2,1,9,2,1
2026,11,12,ceiling_p100,27,16,11,4,2,10,10,0,6,1,1,7,2,1,5,2,1
2026,11,12,bayes_p80,26,18,8,7,3,9,9,0,5,2,1,9,3,1,8,3,2
2026,11,12,model,29,18,11,5,1,11,11,0,5,3,0,6,2,1,8,1,1
2026,12,13,newsletter_current,27,23,4,13,2,16,14,2,7,3,0,9,6,1,9,6,1
2026,12,13,avg20,27,21,6,10,1,17,15,2,5,2,0,10,5,1,9,5,0
2026,12,13,avg5,27,23,4,14,2,16,14,2,7,3,0,9,6,1,9,7,1
2026,12,13,avg3,27,20,7,10,2,16,14,2,8,2,0,7,4,1,7,5,1
2026,12,13,ceiling_p100,27,22,5,10,2,16,14,2,7,3,1,10,6,1,8,3,0
2026,12,13,bayes_p80,27,21,6,12,3,15,13,2,5,2,0,10,6,2,9,7,1
2026,12,13,model,29,20,9,9,4,14,11,3,7,3,2,6,3,2,7,3,0
2026,13,14,newsletter_current,27,16,11,8,4,7,7,0,7,1,0,5,3,2,6,5,3
2026,13,14,avg20,28,20,8,7,2,9,9,0,7,2,0,7,2,1,7,3,1
2026,13,14,avg5,27,16,11,7,3,8,8,0,7,1,0,5,3,2,6,4,2
2026,13,14,avg3,27,17,10,11,4,7,7,0,7,3,0,4,3,2,7,6,3
2026,13,14,ceiling_p100,27,21,6,8,3,8,8,0,9,2,0,7,3,2,7,4,2
2026,13,14,bayes_p80,28,19,9,8,2,9,9,0,7,2,0,7,3,2,6,4,1
2026,13,14,model,29,21,8,7,2,9,8,1,8,1,0,7,3,0,7,4,2
2026,14,15,newsletter_current,27,21,6,11,2,9,9,0,7,4,0,9,5,1,8,4,2
2026,14,15,avg20,28,18,10,5,2,9,9,0,5,1,0,7,4,2,8,1,1
2026,14,15,avg5,27,21,6,12,2,9,9,0,7,4,0,9,5,1,8,5,2
2026,14,15,avg3,27,19,8,7,2,9,9,0,6,2,0,9,4,1,7,2,2
2026,14,15,ceiling_p100,28,21,7,10,4,7,7,0,7,3,1,9,5,2,7,3,2
2026,14,15,bayes_p80,27,15,12,5,3,8,8,0,4,1,1,6,4,2,8,2,1
2026,14,15,model,28,19,9,7,2,9,9,0,6,4,1,7,3,1,8,1,0
2026,15,16,newsletter_current,28,22,6,8,4,10,9,1,6,2,1,8,4,1,10,3,2
2026,15,16,avg20,30,20,10,9,6,8,7,1,5,3,2,6,3,1,9,3,3
2026,15,16,avg5,28,22,6,8,4,10,9,1,7,3,1,8,3,1,9,3,2
2026,15,16,avg3,29,23,6,7,3,11,10,1,5,2,1,9,4,1,10,1,1
2026,15,16,ceiling_p100,30,21,9,5,2,12,11,1,6,3,0,6,0,0,9,2,2
2026,15,16,bayes_p80,29,17,12,7,3,11,10,1,5,2,1,6,3,0,7,3,2
2026,15,16,model,28,23,5,9,3,11,8,3,9,4,1,7,3,1,8,2,1
2026,16,17,newsletter_current,28,24,4,7,5,18,17,1,9,1,1,8,2,1,9,5,4
2026,16,17,avg20,30,27,3,11,5,18,17,1,8,3,1,9,5,2,10,3,2
2026,16,17,avg5,29,25,4,6,4,19,18,1,9,1,1,8,2,1,9,3,2
2026,16,17,avg3,28,25,3,5,3,20,19,1,10,2,1,8,1,0,9,3,2
2026,16,17,ceiling_p100,30,27,3,11,4,19,18,1,8,2,0,9,5,2,10,4,2
2026,16,17,bayes_p80,30,22,8,12,3,20,19,1,6,3,1,7,4,0,9,5,2
2026,16,17,model,28,24,4,7,3,20,18,2,9,1,0,8,3,1,9,4,3
2026,17,18,newsletter_current,28,25,3,6,2,11,11,0,9,1,0,8,2,0,10,4,2
2026,17,18,avg20,28,25,3,10,1,12,12,0,8,3,0,9,4,0,10,5,1
2026,17,18,avg5,28,25,3,6,2,11,11,0,9,1,0,8,2,0,10,4,2
2026,17,18,avg3,25,23,2,9,2,11,11,0,10,1,0,8,4,0,10,6,2
2026,17,18,ceiling_p100,27,24,3,9,1,12,12,0,8,1,0,9,4,0,10,6,1
2026,17,18,bayes_p80,28,20,8,10,3,10,10,0,7,2,0,7,4,0,8,6,3
2026,17,18,model,27,26,1,6,2,11,11,0,9,1,0,10,1,0,10,5,2
