,player_id,trade_status,user_team_id,waiver_until,feed_id,first_name,last_name,team,position,round,points,price,total_points,games,total_games,price_change,total_price_change,last_position,round_position,minutes_played,total_minutes_played,updated_at,kicks,total_kicks,handballs,total_handballs,marks,total_marks,tackles,total_tackles,freekicks_for,total_freekicks_for,freekicks_against,total_freekicks_against,hitouts,total_hitouts,goals,total_goals,behinds,total_behinds,avg5,own_raw,avg,avg3,opp,oppavg,opph,opp1,opp1h,opp2,opp2h,opp3,opp3h,ven,venavg,ven1,ven2,ven3,owned,points_per_min,total_points_per_min,mvp_value,position_change
242,534,free_agent,,,1019938,Logan,Evans,PTA,0,6,0,330100,197,0,4,0,-41200,355,0,0,358,2025-04-13T12:26:14+10:00,0,37,0,13,0,16,0,2,0,3,0,-4,0,0,0,1,0,0,49.25,309,49.25,53.6667,SYD,41.0,1,"{'id': 9, 'abbrev': 'NTH', 'name': 'North Melbourne'}",0,"{'id': 15, 'abbrev': 'WBD', 'name': 'Western Bulldogs'}",1,"{'id': 1, 'abbrev': 'ADE', 'name': 'Adelaide'}",0,Sydney Cricket Ground,0.0,"{'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}","{'id': 55, 'name': 'Eureka Stadium', 'display_name': 'Mars Stadium', 'short_name': 'Mars', 'abbrev': 'MARS'}","{'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}",7.02273,,0.5502793296089385,6702.53807106599,
245,650,free_agent,,,291776,Taylor,Adams,SYD,0,6,0,370100,36,0,1,0,0,491,0,0,69,2025-04-13T12:26:15+10:00,0,4,0,4,0,3,0,0,0,0,0,-1,0,0,0,1,0,0,36.0,315,36.0,36.0,PTA,92.7333,0,"{'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}",1,"{'id': 18, 'abbrev': 'GWS', 'name': 'GWS Giants'}",0,"{'id': 5, 'abbrev': 'ESS', 'name': 'Essendon'}",1,Sydney Cricket Ground,78.8571,"{'id': 5, 'name': 'Carrara Stadium', 'display_name': 'People First Stadium', 'short_name': 'People First', 'abbrev': 'PFS'}","{'id': 16, 'name': 'Sydney Cricket Ground', 'display_name': 'SCG', 'short_name': 'SCG', 'abbrev': 'SCG'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}",7.15909,,0.5217391304347826,10280.555555555555,
246,776,free_agent,,,1006114,Bailey J.,Williams,WCE,0,6,0,327800,190,0,4,0,-41900,358,0,0,359,2025-04-13T12:26:14+10:00,0,16,0,19,0,4,0,10,0,7,0,-4,0,90,0,0,0,0,47.5,772,47.5,52.6667,ESS,58.5714,0,"{'id': 8, 'abbrev': 'HAW', 'name': 'Hawthorn'}",1,"{'id': 10, 'abbrev': 'MEL', 'name': 'Melbourne'}",0,"{'id': 12, 'abbrev': 'RIC', 'name': 'Richmond'}",1,Perth Stadium,67.6667,"{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}",17.5455,,0.5292479108635098,6901.0526315789475,
247,680,free_agent,,,1003203,Hayden,McLean,SYD,0,6,0,352700,184,0,3,0,-16000,367,0,0,280,2025-04-13T12:26:14+10:00,0,17,0,10,0,10,0,7,0,1,0,-1,0,5,0,6,0,1,61.3333,289,61.3333,61.3333,PTA,46.0,0,"{'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}",1,"{'id': 18, 'abbrev': 'GWS', 'name': 'GWS Giants'}",0,"{'id': 5, 'abbrev': 'ESS', 'name': 'Essendon'}",1,Sydney Cricket Ground,67.9,"{'id': 5, 'name': 'Carrara Stadium', 'display_name': 'People First Stadium', 'short_name': 'People First', 'abbrev': 'PFS'}","{'id': 16, 'name': 'Sydney Cricket Ground', 'display_name': 'SCG', 'short_name': 'SCG', 'abbrev': 'SCG'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}",6.56818,,0.6571428571428571,5750.546603557937,
248,709,free_agent,,,1006533,Riley,Garcia,WBD,0,6,0,368400,0,0,0,0,0,510,0,0,0,2025-04-13T12:26:17+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,203,0.0,0.0,STK,67.3333,0,"{'id': 18, 'abbrev': 'GWS', 'name': 'GWS Giants'}",1,"{'id': 11, 'abbrev': 'PTA', 'name': 'Port Adelaide'}",0,"{'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}",1,Docklands Stadium,52.5,"{'id': 11, 'name': 'Manuka Oval', 'display_name': 'Manuka Oval', 'short_name': 'Manuka', 'abbrev': 'MO'}","{'id': 55, 'name': 'Eureka Stadium', 'display_name': 'Mars Stadium', 'short_name': 'Mars', 'abbrev': 'MARS'}","{'id': 12, 'name': 'Marrara Oval', 'display_name': 'TIO Stadium', 'short_name': 'TIO', 'abbrev': 'TIO'}",4.61364,,,,
249,241,free_agent,,,298409,Alex,Pearce,FRE,0,6,0,369200,389,0,5,0,1000,119,0,0,578,2025-04-13T12:26:12+10:00,0,37,0,20,0,26,0,7,0,5,0,-6,0,0,0,1,0,0,77.8,512,77.8,76.3333,MEL,58.0,1,"{'id': 1, 'abbrev': 'ADE', 'name': 'Adelaide'}",0,"{'id': 13, 'abbrev': 'STK', 'name': 'St Kilda'}",1,"{'id': 4, 'abbrev': 'COL', 'name': 'Collingwood'}",0,Melbourne Cricket Ground,47.6364,"{'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}",11.6364,,0.6730103806228374,4745.501285347043,
251,127,free_agent,,,294685,Zac,Williams,CAR,0,6,0,297200,260,0,5,0,-69200,293,0,0,396,2025-04-13T12:26:13+10:00,0,38,0,26,0,17,0,6,0,2,0,0,0,0,0,3,0,3,52.0,693,52.0,50.0,NTH,77.7778,1,"{'id': 7, 'abbrev': 'GEE', 'name': 'Geelong'}",0,"{'id': 1, 'abbrev': 'ADE', 'name': 'Adelaide'}",1,"{'id': 13, 'abbrev': 'STK', 'name': 'St Kilda'}",1,Docklands Stadium,70.1154,"{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}",15.75,,0.6565656565656566,5715.384615384615,
252,672,free_agent,,,1013409,James,Jordon,SYD,0,6,0,346700,321,0,5,0,-19000,227,0,0,526,2025-04-13T12:26:13+10:00,0,37,0,58,0,10,0,20,0,3,0,-10,0,0,0,0,0,1,64.2,988,64.2,63.0,PTA,58.0,0,"{'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}",1,"{'id': 18, 'abbrev': 'GWS', 'name': 'GWS Giants'}",0,"{'id': 5, 'abbrev': 'ESS', 'name': 'Essendon'}",1,Sydney Cricket Ground,75.4286,"{'id': 5, 'name': 'Carrara Stadium', 'display_name': 'People First Stadium', 'short_name': 'People First', 'abbrev': 'PFS'}","{'id': 16, 'name': 'Sydney Cricket Ground', 'display_name': 'SCG', 'short_name': 'SCG', 'abbrev': 'SCG'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}",22.4545,,0.6102661596958175,5400.311526479751,
253,198,free_agent,,,1002143,Ben,McKay,ESS,0,6,0,302400,181,0,4,0,-62600,373,0,0,505,2025-04-13T12:26:14+10:00,0,22,0,16,0,16,0,5,0,3,0,-3,0,0,0,0,0,0,45.25,132,45.25,48.3333,WCE,65.4,1,"{'id': 4, 'abbrev': 'COL', 'name': 'Collingwood'}",1,"{'id': 9, 'abbrev': 'NTH', 'name': 'North Melbourne'}",0,"{'id': 14, 'abbrev': 'SYD', 'name': 'Sydney'}",0,Perth Stadium,72.8333,"{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}",3.0,,0.3584158415841584,6682.8729281767955,
254,14,free_agent,,,999331,Darcy,Fogarty,ADE,0,6,0,352700,370,0,5,0,-11100,142,0,0,549,2025-04-13T12:26:12+10:00,0,42,0,16,0,28,0,3,0,2,0,-6,0,0,0,16,0,3,74.0,956,74.0,75.0,GWS,59.8,0,"{'id': 6, 'abbrev': 'FRE', 'name': 'Fremantle'}",1,"{'id': 3, 'abbrev': 'CAR', 'name': 'Carlton'}",0,"{'id': 11, 'abbrev': 'PTA', 'name': 'Port Adelaide'}",1,Adelaide Oval,64.0167,"{'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}","{'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}","{'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}",21.7273,,0.6739526411657559,4766.216216216216,
255,543,free_agent,,,1004095,Jack,Lukosius,PTA,0,6,0,363100,43,0,2,0,0,486,0,0,113,2025-04-13T12:26:15+10:00,0,8,0,3,0,4,0,1,0,0,0,-2,0,0,0,1,0,0,21.5,324,21.5,21.5,SYD,73.375,1,"{'id': 9, 'abbrev': 'NTH', 'name': 'North Melbourne'}",0,"{'id': 15, 'abbrev': 'WBD', 'name': 'Western Bulldogs'}",1,"{'id': 1, 'abbrev': 'ADE', 'name': 'Adelaide'}",0,Sydney Cricket Ground,86.6667,"{'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}","{'id': 55, 'name': 'Eureka Stadium', 'display_name': 'Mars Stadium', 'short_name': 'Mars', 'abbrev': 'MARS'}","{'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}",7.36364,,0.3805309734513274,16888.372093023256,
256,670,free_agent,,,997100,Will,Hayward,SYD,0,6,0,342900,317,0,5,0,-20000,233,0,0,515,2025-04-13T12:26:13+10:00,0,37,0,14,0,14,0,12,0,3,0,-1,0,0,0,8,0,5,63.4,472,63.4,70.3333,PTA,42.3333,0,"{'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}",1,"{'id': 18, 'abbrev': 'GWS', 'name': 'GWS Giants'}",0,"{'id': 5, 'abbrev': 'ESS', 'name': 'Essendon'}",1,Sydney Cricket Ground,63.5,"{'id': 5, 'name': 'Carrara Stadium', 'display_name': 'People First Stadium', 'short_name': 'People First', 'abbrev': 'PFS'}","{'id': 16, 'name': 'Sydney Cricket Ground', 'display_name': 'SCG', 'short_name': 'SCG', 'abbrev': 'SCG'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}",10.7273,,0.6155339805825243,5408.517350157729,
257,194,free_agent,,,298280,Jayden,Laverde,ESS,0,6,0,362800,0,0,0,0,0,510,0,0,0,2025-04-13T12:26:15+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,105,0.0,0.0,WCE,85.2857,1,"{'id': 4, 'abbrev': 'COL', 'name': 'Collingwood'}",1,"{'id': 9, 'abbrev': 'NTH', 'name': 'North Melbourne'}",0,"{'id': 14, 'abbrev': 'SYD', 'name': 'Sydney'}",0,Perth Stadium,73.8571,"{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}",2.38636,,,,
258,313,free_agent,,,1009229,Sam,De Koning,GEE,0,6,0,358400,382,0,5,0,-3500,128,0,0,488,2025-04-13T12:26:12+10:00,0,52,0,37,0,27,0,6,0,9,0,-5,0,61,0,2,0,0,76.4,2616,76.4,66.3333,HAW,80.0,0,"{'id': 3, 'abbrev': 'CAR', 'name': 'Carlton'}",1,"{'id': 4, 'abbrev': 'COL', 'name': 'Collingwood'}",1,"{'id': 18, 'abbrev': 'GWS', 'name': 'GWS Giants'}",0,Melbourne Cricket Ground,65.3333,"{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 10, 'name': 'Kardinia Park', 'display_name': 'GMHBA Stadium', 'short_name': 'GMHBA', 'abbrev': 'GMS'}",59.4545,,0.7827868852459017,4691.09947643979,
259,569,free_agent,,,295203,Nathan,Broad,RIC,0,6,0,346100,330,0,5,0,-15700,212,0,0,577,2025-04-13T12:26:13+10:00,0,58,0,17,0,34,0,7,0,4,0,-4,0,0,0,0,0,0,66.0,195,66.0,80.6667,GCS,62.5,0,"{'id': 10, 'abbrev': 'MEL', 'name': 'Melbourne'}",1,"{'id': 8, 'abbrev': 'HAW', 'name': 'Hawthorn'}",1,"{'id': 16, 'abbrev': 'WCE', 'name': 'West Coast'}",0,Docklands Stadium,64.6,"{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}",4.43182,,0.5719237435008665,5243.939393939394,
260,744,free_agent,,,993820,Tom,Cole,WCE,0,6,0,307800,211,0,4,0,-53900,343,0,0,418,2025-04-13T12:26:14+10:00,0,25,0,31,0,18,0,10,0,1,0,-3,0,0,0,0,0,0,52.75,129,52.75,38.0,ESS,57.0,0,"{'id': 8, 'abbrev': 'HAW', 'name': 'Hawthorn'}",1,"{'id': 10, 'abbrev': 'MEL', 'name': 'Melbourne'}",0,"{'id': 12, 'abbrev': 'RIC', 'name': 'Richmond'}",1,Perth Stadium,65.3273,"{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}",2.93182,,0.5047846889952153,5835.071090047393,
262,11,free_agent,,,1015329,Billy,Dowling,ADE,0,6,0,359800,0,0,0,0,0,510,0,0,0,2025-04-13T12:26:15+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,119,0.0,0.0,GWS,57.0,0,"{'id': 6, 'abbrev': 'FRE', 'name': 'Fremantle'}",1,"{'id': 3, 'abbrev': 'CAR', 'name': 'Carlton'}",0,"{'id': 11, 'abbrev': 'PTA', 'name': 'Port Adelaide'}",1,Adelaide Oval,69.0,"{'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}","{'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}","{'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}",2.70455,,,,
263,758,free_agent,,,994385,Jayden,Hunt,WCE,0,6,0,279200,218,0,5,0,-79900,339,0,0,532,2025-04-13T12:26:14+10:00,0,38,0,30,0,14,0,6,0,1,0,-7,0,0,0,1,0,2,43.6,206,43.6,45.3333,ESS,74.6667,0,"{'id': 8, 'abbrev': 'HAW', 'name': 'Hawthorn'}",1,"{'id': 10, 'abbrev': 'MEL', 'name': 'Melbourne'}",0,"{'id': 12, 'abbrev': 'RIC', 'name': 'Richmond'}",1,Perth Stadium,68.4815,"{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}",4.68182,,0.40977443609022557,6403.669724770642,
264,500,free_agent,,,296355,Luke,McDonald,NTH,0,6,0,382300,374,0,5,0,24700,138,0,0,542,2025-04-13T12:26:12+10:00,0,44,0,36,0,24,0,10,0,3,0,-2,0,0,0,0,0,0,74.8,878,74.8,74.6667,CAR,89.9091,0,"{'id': 11, 'abbrev': 'PTA', 'name': 'Port Adelaide'}",1,"{'id': 5, 'abbrev': 'ESS', 'name': 'Essendon'}",1,"{'id': 2, 'abbrev': 'BRL', 'name': 'Brisbane'}",0,Docklands Stadium,71.3093,"{'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 226, 'name': 'Ninja Stadium', 'display_name': 'Ninja Stadium', 'short_name': 'Ninja', 'abbrev': 'NIN'}",19.9545,,0.6900369003690037,5110.96256684492,
267,21,free_agent,,,1015370,Max,Michalanney,ADE,0,6,0,323300,295,0,5,0,-32100,255,0,0,605,2025-04-13T12:26:13+10:00,0,45,0,13,0,20,0,7,0,7,0,-2,0,0,0,0,0,0,59.0,281,59.0,52.3333,GWS,55.6667,0,"{'id': 6, 'abbrev': 'FRE', 'name': 'Fremantle'}",1,"{'id': 3, 'abbrev': 'CAR', 'name': 'Carlton'}",0,"{'id': 11, 'abbrev': 'PTA', 'name': 'Port Adelaide'}",1,Adelaide Oval,62.8621,"{'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}","{'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}","{'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}",6.38636,,0.48760330578512395,5479.661016949152,
268,514,free_agent,,,993816,Darcy,Tucker,NTH,0,6,0,343400,283,0,5,0,-12000,265,0,0,468,2025-04-13T12:26:13+10:00,0,47,0,31,0,22,0,6,0,6,0,-1,0,0,0,0,0,0,56.6,251,56.6,72.0,CAR,60.25,0,"{'id': 11, 'abbrev': 'PTA', 'name': 'Port Adelaide'}",1,"{'id': 5, 'abbrev': 'ESS', 'name': 'Essendon'}",1,"{'id': 2, 'abbrev': 'BRL', 'name': 'Brisbane'}",0,Docklands Stadium,66.6452,"{'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 226, 'name': 'Ninja Stadium', 'display_name': 'Ninja Stadium', 'short_name': 'Ninja', 'abbrev': 'NIN'}",5.70455,,0.6047008547008547,6067.137809187279,
269,731,free_agent,,,1009301,Jamarra,Ugle-Hagan,WBD,0,6,0,355400,0,0,0,0,0,510,0,0,0,2025-04-13T12:26:17+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,257,0.0,0.0,STK,39.0,0,"{'id': 18, 'abbrev': 'GWS', 'name': 'GWS Giants'}",1,"{'id': 11, 'abbrev': 'PTA', 'name': 'Port Adelaide'}",0,"{'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}",1,Docklands Stadium,64.1212,"{'id': 11, 'name': 'Manuka Oval', 'display_name': 'Manuka Oval', 'short_name': 'Manuka', 'abbrev': 'MO'}","{'id': 55, 'name': 'Eureka Stadium', 'display_name': 'Mars Stadium', 'short_name': 'Mars', 'abbrev': 'MARS'}","{'id': 12, 'name': 'Marrara Oval', 'display_name': 'TIO Stadium', 'short_name': 'TIO', 'abbrev': 'TIO'}",5.84091,,,,
270,145,free_agent,,,291720,Will,Hoskin-Elliott,COL,0,6,0,353500,124,0,2,0,0,425,0,0,176,2025-04-13T12:26:14+10:00,0,15,0,9,0,7,0,4,0,1,0,0,0,0,0,1,0,3,62.0,149,62.0,62.0,BRL,49.7143,1,"{'id': 5, 'abbrev': 'ESS', 'name': 'Essendon'}",0,"{'id': 7, 'abbrev': 'GEE', 'name': 'Geelong'}",0,"{'id': 6, 'abbrev': 'FRE', 'name': 'Fremantle'}",1,Brisbane Cricket Ground,57.5714,"{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}",3.38636,,0.7045454545454546,5701.612903225807,
271,279,free_agent,,,1005992,Joel,Jeffrey,GCS,0,6,0,371600,334,0,4,0,18200,204,0,0,410,2025-04-13T12:26:13+10:00,0,46,0,25,0,20,0,12,0,5,0,0,0,0,0,1,0,2,83.5,926,83.5,79.6667,RIC,0.0,1,"{'id': 14, 'abbrev': 'SYD', 'name': 'Sydney'}",0,"{'id': 2, 'abbrev': 'BRL', 'name': 'Brisbane'}",1,"{'id': 15, 'abbrev': 'WBD', 'name': 'Western Bulldogs'}",0,Docklands Stadium,55.75,"{'id': 5, 'name': 'Carrara Stadium', 'display_name': 'People First Stadium', 'short_name': 'People First', 'abbrev': 'PFS'}","{'id': 4, 'name': 'Brisbane Cricket Ground', 'display_name': 'Gabba', 'short_name': 'Gabba', 'abbrev': 'G'}","{'id': 12, 'name': 'Marrara Oval', 'display_name': 'TIO Stadium', 'short_name': 'TIO', 'abbrev': 'TIO'}",21.0455,,0.8146341463414634,4450.299401197605,
272,430,waiver,116970.0,2025-04-17T04:00:00+10:00,1023473,Nick,Watson,HAW,0,6,0,401100,361,0,5,0,48200,155,0,0,496,2025-04-13T12:26:12+10:00,0,34,0,29,0,13,0,14,0,10,0,-6,0,0,0,6,0,3,72.2,2227,72.2,82.0,GEE,59.5,1,"{'id': 16, 'abbrev': 'WCE', 'name': 'West Coast'}",0,"{'id': 12, 'abbrev': 'RIC', 'name': 'Richmond'}",0,"{'id': 10, 'abbrev': 'MEL', 'name': 'Melbourne'}",1,Melbourne Cricket Ground,74.4444,"{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}",50.6136,,0.7278225806451613,5555.401662049861,
274,647,free_agent,,,1027875,Darcy,Wilson,STK,0,6,0,310900,311,0,5,0,-41000,239,0,0,545,2025-04-13T12:26:13+10:00,0,62,0,30,0,21,0,13,0,4,0,-2,0,0,0,2,0,2,62.2,1327,62.2,56.6667,WBD,69.0,1,"{'id': 2, 'abbrev': 'BRL', 'name': 'Brisbane'}",0,"{'id': 6, 'abbrev': 'FRE', 'name': 'Fremantle'}",0,"{'id': 3, 'abbrev': 'CAR', 'name': 'Carlton'}",0,Docklands Stadium,60.8667,"{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}",30.1591,,0.5706422018348624,4998.392282958199,
277,734,free_agent,,,1006127,Rhylee,West,WBD,0,6,0,331400,341,0,5,0,-19600,191,0,0,512,2025-04-13T12:26:13+10:00,0,34,0,42,0,13,0,14,0,6,0,-9,0,0,0,4,0,6,68.2,295,68.2,70.6667,STK,58.3333,0,"{'id': 18, 'abbrev': 'GWS', 'name': 'GWS Giants'}",1,"{'id': 11, 'abbrev': 'PTA', 'name': 'Port Adelaide'}",0,"{'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}",1,Docklands Stadium,61.1,"{'id': 11, 'name': 'Manuka Oval', 'display_name': 'Manuka Oval', 'short_name': 'Manuka', 'abbrev': 'MO'}","{'id': 55, 'name': 'Eureka Stadium', 'display_name': 'Mars Stadium', 'short_name': 'Mars', 'abbrev': 'MARS'}","{'id': 12, 'name': 'Marrara Oval', 'display_name': 'TIO Stadium', 'short_name': 'TIO', 'abbrev': 'TIO'}",6.70455,,0.666015625,4859.237536656891,
278,224,free_agent,,,997033,Brennan,Cox,FRE,0,6,0,327100,309,0,5,0,-23700,243,0,0,503,2025-04-13T12:26:13+10:00,0,41,0,20,0,28,0,3,0,1,0,-5,0,0,0,1,0,0,61.8,232,61.8,69.3333,MEL,67.375,1,"{'id': 1, 'abbrev': 'ADE', 'name': 'Adelaide'}",0,"{'id': 13, 'abbrev': 'STK', 'name': 'St Kilda'}",1,"{'id': 4, 'abbrev': 'COL', 'name': 'Collingwood'}",0,Melbourne Cricket Ground,61.2222,"{'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}",5.27273,,0.614314115308151,5292.880258899677,
