,player_id,trade_status,user_team_id,waiver_until,feed_id,first_name,last_name,team,position,round,points,price,total_points,games,total_games,price_change,total_price_change,last_position,round_position,minutes_played,total_minutes_played,updated_at,kicks,total_kicks,handballs,total_handballs,marks,total_marks,tackles,total_tackles,freekicks_for,total_freekicks_for,freekicks_against,total_freekicks_against,hitouts,total_hitouts,goals,total_goals,behinds,total_behinds,avg5,own_raw,avg,avg3,opp,oppavg,opph,opp1,opp1h,opp2,opp2h,opp3,opp3h,ven,venavg,ven1,ven2,ven3,owned,points_per_min,total_points_per_min,mvp_value,position_change
677,531,free_agent,,,1014013,Lachlan,Charleson,PTA,0,6,0,119900,0,0,0,0,0,510,0,0,0,2025-04-13T12:26:16+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21,0.0,0.0,SYD,0.0,1,"{'id': 9, 'abbrev': 'NTH', 'name': 'North Melbourne'}",0,"{'id': 15, 'abbrev': 'WBD', 'name': 'Western Bulldogs'}",1,"{'id': 1, 'abbrev': 'ADE', 'name': 'Adelaide'}",0,Sydney Cricket Ground,0.0,"{'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}","{'id': 55, 'name': 'Eureka Stadium', 'display_name': 'Mars Stadium', 'short_name': 'Mars', 'abbrev': 'MARS'}","{'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}",0.477273,,,,
678,539,free_agent,,,1015330,Hugh,Jackson,PTA,0,6,0,119900,0,0,0,0,0,510,0,0,0,2025-04-13T12:26:16+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,0.0,0.0,SYD,0.0,1,"{'id': 9, 'abbrev': 'NTH', 'name': 'North Melbourne'}",0,"{'id': 15, 'abbrev': 'WBD', 'name': 'Western Bulldogs'}",1,"{'id': 1, 'abbrev': 'ADE', 'name': 'Adelaide'}",0,Sydney Cricket Ground,0.0,"{'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}","{'id': 55, 'name': 'Eureka Stadium', 'display_name': 'Mars Stadium', 'short_name': 'Mars', 'abbrev': 'MARS'}","{'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}",0.159091,,,,
679,542,free_agent,,,1029262,Will,Lorenz,PTA,0,6,0,119900,0,0,0,0,0,510,0,0,0,2025-04-13T12:26:16+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10,0.0,0.0,SYD,0.0,1,"{'id': 9, 'abbrev': 'NTH', 'name': 'North Melbourne'}",0,"{'id': 15, 'abbrev': 'WBD', 'name': 'Western Bulldogs'}",1,"{'id': 1, 'abbrev': 'ADE', 'name': 'Adelaide'}",0,Sydney Cricket Ground,0.0,"{'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}","{'id': 55, 'name': 'Eureka Stadium', 'display_name': 'Mars Stadium', 'short_name': 'Mars', 'abbrev': 'MARS'}","{'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}",0.227273,,,,
680,558,free_agent,,,1029158,Xavier,Walsh,PTA,0,6,0,119900,0,0,0,0,0,510,0,0,0,2025-04-13T12:26:16+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,0.0,0.0,SYD,0.0,1,"{'id': 9, 'abbrev': 'NTH', 'name': 'North Melbourne'}",0,"{'id': 15, 'abbrev': 'WBD', 'name': 'Western Bulldogs'}",1,"{'id': 1, 'abbrev': 'ADE', 'name': 'Adelaide'}",0,Sydney Cricket Ground,0.0,"{'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}","{'id': 55, 'name': 'Eureka Stadium', 'display_name': 'Mars Stadium', 'short_name': 'Mars', 'abbrev': 'MARS'}","{'id': 1, 'name': 'Adelaide Oval', 'display_name': 'Adelaide Oval', 'short_name': 'Adelaide', 'abbrev': 'AO'}",0.0909091,,,,
681,572,free_agent,,,1017043,Judson,Clarke,RIC,0,6,0,119900,0,0,0,0,0,510,0,0,0,2025-04-13T12:26:16+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12,0.0,0.0,GCS,13.0,0,"{'id': 10, 'abbrev': 'MEL', 'name': 'Melbourne'}",1,"{'id': 8, 'abbrev': 'HAW', 'name': 'Hawthorn'}",1,"{'id': 16, 'abbrev': 'WCE', 'name': 'West Coast'}",0,Docklands Stadium,13.0,"{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}",0.272727,,,,
682,573,free_agent,,,1021660,Mate,Colina,RIC,0,6,0,119900,0,0,0,0,0,510,0,0,0,2025-04-13T12:26:16+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14,0.0,0.0,GCS,0.0,0,"{'id': 10, 'abbrev': 'MEL', 'name': 'Melbourne'}",1,"{'id': 8, 'abbrev': 'HAW', 'name': 'Hawthorn'}",1,"{'id': 16, 'abbrev': 'WCE', 'name': 'West Coast'}",0,Docklands Stadium,0.0,"{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}",0.318182,,,,
683,576,free_agent,,,1022383,Liam,Fawcett,RIC,0,6,0,119900,30,0,1,0,0,499,0,0,91,2025-04-13T12:26:15+10:00,0,3,0,2,0,2,0,0,0,0,0,-1,0,0,0,1,0,0,30.0,7,30.0,30.0,GCS,0.0,0,"{'id': 10, 'abbrev': 'MEL', 'name': 'Melbourne'}",1,"{'id': 8, 'abbrev': 'HAW', 'name': 'Hawthorn'}",1,"{'id': 16, 'abbrev': 'WCE', 'name': 'West Coast'}",0,Docklands Stadium,0.0,"{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}",0.159091,,0.32967032967032966,3996.6666666666665,
684,578,free_agent,,,1036103,Campbell,Gray,RIC,0,6,0,119900,0,0,0,0,0,510,0,0,0,2025-04-13T12:26:16+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,0.0,0.0,GCS,0.0,0,"{'id': 10, 'abbrev': 'MEL', 'name': 'Melbourne'}",1,"{'id': 8, 'abbrev': 'HAW', 'name': 'Hawthorn'}",1,"{'id': 16, 'abbrev': 'WCE', 'name': 'West Coast'}",0,Docklands Stadium,0.0,"{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}",0.159091,,,,
685,580,free_agent,,,1035199,Oliver,Hayes-Brown,RIC,0,6,0,119900,0,0,0,0,0,510,0,0,0,2025-04-13T12:26:16+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8,0.0,0.0,GCS,0.0,0,"{'id': 10, 'abbrev': 'MEL', 'name': 'Melbourne'}",1,"{'id': 8, 'abbrev': 'HAW', 'name': 'Hawthorn'}",1,"{'id': 16, 'abbrev': 'WCE', 'name': 'West Coast'}",0,Docklands Stadium,0.0,"{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}",0.181818,,,,
686,615,free_agent,,,1017959,Lance,Collard,STK,0,6,0,187000,187,0,4,0,67100,363,0,0,296,2025-04-13T12:26:14+10:00,0,19,0,11,0,5,0,10,0,2,0,-3,0,0,0,5,0,4,46.75,27,46.75,49.3333,WBD,0.0,1,"{'id': 2, 'abbrev': 'BRL', 'name': 'Brisbane'}",0,"{'id': 6, 'abbrev': 'FRE', 'name': 'Fremantle'}",0,"{'id': 3, 'abbrev': 'CAR', 'name': 'Carlton'}",0,Docklands Stadium,34.3333,"{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}",0.613636,,0.6317567567567568,4000,
687,620,free_agent,,,1020855,Max,Hall,STK,0,6,0,239900,310,0,5,0,120000,241,0,0,507,2025-04-13T12:26:13+10:00,0,39,0,33,0,19,0,11,0,1,0,-2,0,0,0,6,0,5,62.0,255,62.0,67.6667,WBD,0.0,1,"{'id': 2, 'abbrev': 'BRL', 'name': 'Brisbane'}",0,"{'id': 6, 'abbrev': 'FRE', 'name': 'Fremantle'}",0,"{'id': 3, 'abbrev': 'CAR', 'name': 'Carlton'}",0,Docklands Stadium,59.0,"{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}",5.79545,,0.611439842209073,3869.3548387096776,
688,621,free_agent,,,1027872,Angus,Hastie,STK,0,6,0,134400,128,0,4,0,14500,418,0,0,215,2025-04-13T12:26:14+10:00,0,17,0,13,0,8,0,6,0,0,0,-2,0,0,0,0,0,1,32.0,43,32.0,25.0,WBD,0.0,1,"{'id': 2, 'abbrev': 'BRL', 'name': 'Brisbane'}",0,"{'id': 6, 'abbrev': 'FRE', 'name': 'Fremantle'}",0,"{'id': 3, 'abbrev': 'CAR', 'name': 'Carlton'}",0,Docklands Stadium,28.0,"{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}",0.977273,,0.5953488372093023,4200,
689,622,free_agent,,,1015886,Max,Heath,STK,0,6,0,119900,0,0,0,0,0,510,0,0,0,2025-04-13T12:26:16+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26,0.0,0.0,WBD,0.0,1,"{'id': 2, 'abbrev': 'BRL', 'name': 'Brisbane'}",0,"{'id': 6, 'abbrev': 'FRE', 'name': 'Fremantle'}",0,"{'id': 3, 'abbrev': 'CAR', 'name': 'Carlton'}",0,Docklands Stadium,0.0,"{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}",0.590909,,,,
690,628,free_agent,,,1015323,Isaac,Keeler,STK,0,6,0,131400,98,0,3,0,11500,441,0,0,276,2025-04-13T12:26:14+10:00,0,10,0,9,0,3,0,4,0,2,0,-2,0,9,0,2,0,1,32.6667,8,32.6667,32.6667,WBD,0.0,1,"{'id': 2, 'abbrev': 'BRL', 'name': 'Brisbane'}",0,"{'id': 6, 'abbrev': 'FRE', 'name': 'Fremantle'}",0,"{'id': 3, 'abbrev': 'CAR', 'name': 'Carlton'}",0,Docklands Stadium,40.0,"{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}",0.181818,,0.35507246376811596,4022.44487505625,
691,633,free_agent,,,1035198,Liam,O'Connell,STK,0,6,0,120700,73,0,3,0,800,464,0,0,199,2025-04-13T12:26:14+10:00,0,8,0,3,0,5,0,8,0,0,0,-2,0,0,0,0,0,0,24.3333,18,24.3333,24.3333,WBD,0.0,1,"{'id': 2, 'abbrev': 'BRL', 'name': 'Brisbane'}",0,"{'id': 6, 'abbrev': 'FRE', 'name': 'Fremantle'}",0,"{'id': 3, 'abbrev': 'CAR', 'name': 'Carlton'}",0,Docklands Stadium,22.5,"{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}",0.409091,,0.36683417085427134,4960.2807675079,
692,656,free_agent,,,1009392,Jack,Buller,SYD,0,6,0,119900,0,0,0,0,0,510,0,0,0,2025-04-13T12:26:16+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,0.0,0.0,PTA,0.0,0,"{'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}",1,"{'id': 18, 'abbrev': 'GWS', 'name': 'GWS Giants'}",0,"{'id': 5, 'abbrev': 'ESS', 'name': 'Essendon'}",1,Sydney Cricket Ground,0.0,"{'id': 5, 'name': 'Carrara Stadium', 'display_name': 'People First Stadium', 'short_name': 'People First', 'abbrev': 'PFS'}","{'id': 16, 'name': 'Sydney Cricket Ground', 'display_name': 'SCG', 'short_name': 'SCG', 'abbrev': 'SCG'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}",0.0681818,,,,
693,661,free_agent,,,1017757,William,Edwards,SYD,0,6,0,119900,0,0,0,0,0,510,0,0,0,2025-04-13T12:26:16+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,0.0,0.0,PTA,0.0,0,"{'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}",1,"{'id': 18, 'abbrev': 'GWS', 'name': 'GWS Giants'}",0,"{'id': 5, 'abbrev': 'ESS', 'name': 'Essendon'}",1,Sydney Cricket Ground,0.0,"{'id': 5, 'name': 'Carrara Stadium', 'display_name': 'People First Stadium', 'short_name': 'People First', 'abbrev': 'PFS'}","{'id': 16, 'name': 'Sydney Cricket Ground', 'display_name': 'SCG', 'short_name': 'SCG', 'abbrev': 'SCG'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}",0.113636,,,,
694,665,free_agent,,,1027901,William,Green,SYD,0,6,0,119900,0,0,0,0,0,510,0,0,0,2025-04-13T12:26:16+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,13,0.0,0.0,PTA,0.0,0,"{'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}",1,"{'id': 18, 'abbrev': 'GWS', 'name': 'GWS Giants'}",0,"{'id': 5, 'abbrev': 'ESS', 'name': 'Essendon'}",1,Sydney Cricket Ground,0.0,"{'id': 5, 'name': 'Carrara Stadium', 'display_name': 'People First Stadium', 'short_name': 'People First', 'abbrev': 'PFS'}","{'id': 16, 'name': 'Sydney Cricket Ground', 'display_name': 'SCG', 'short_name': 'SCG', 'abbrev': 'SCG'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}",0.295455,,,,
695,669,free_agent,,,1027687,Tom,Hanily,SYD,0,6,0,194600,239,0,5,0,74700,319,0,0,392,2025-04-13T12:26:13+10:00,0,21,0,28,0,14,0,9,0,3,0,-4,0,0,0,6,0,2,47.8,55,47.8,55.0,PTA,0.0,0,"{'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}",1,"{'id': 18, 'abbrev': 'GWS', 'name': 'GWS Giants'}",0,"{'id': 5, 'abbrev': 'ESS', 'name': 'Essendon'}",1,Sydney Cricket Ground,37.0,"{'id': 5, 'name': 'Carrara Stadium', 'display_name': 'People First Stadium', 'short_name': 'People First', 'abbrev': 'PFS'}","{'id': 16, 'name': 'Sydney Cricket Ground', 'display_name': 'SCG', 'short_name': 'SCG', 'abbrev': 'SCG'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}",1.25,,0.6096938775510204,4071.129707112971,
696,673,free_agent,,,1027058,Indhi,Kirk,SYD,0,6,0,119900,0,0,0,0,0,510,0,0,0,2025-04-13T12:26:16+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,13,0.0,0.0,PTA,0.0,0,"{'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}",1,"{'id': 18, 'abbrev': 'GWS', 'name': 'GWS Giants'}",0,"{'id': 5, 'abbrev': 'ESS', 'name': 'Essendon'}",1,Sydney Cricket Ground,0.0,"{'id': 5, 'name': 'Carrara Stadium', 'display_name': 'People First Stadium', 'short_name': 'People First', 'abbrev': 'PFS'}","{'id': 16, 'name': 'Sydney Cricket Ground', 'display_name': 'SCG', 'short_name': 'SCG', 'abbrev': 'SCG'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}",0.295455,,,,
697,683,free_agent,,,1024096,Caleb,Mitchell,SYD,0,6,0,119900,0,0,0,0,0,510,0,0,0,2025-04-13T12:26:16+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12,0.0,0.0,PTA,0.0,0,"{'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}",1,"{'id': 18, 'abbrev': 'GWS', 'name': 'GWS Giants'}",0,"{'id': 5, 'abbrev': 'ESS', 'name': 'Essendon'}",1,Sydney Cricket Ground,0.0,"{'id': 5, 'name': 'Carrara Stadium', 'display_name': 'People First Stadium', 'short_name': 'People First', 'abbrev': 'PFS'}","{'id': 16, 'name': 'Sydney Cricket Ground', 'display_name': 'SCG', 'short_name': 'SCG', 'abbrev': 'SCG'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}",0.272727,,,,
698,690,free_agent,,,1024685,Patrick,Snell,SYD,0,6,0,119900,0,0,0,0,0,510,0,0,0,2025-04-13T12:26:16+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8,0.0,0.0,PTA,0.0,0,"{'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}",1,"{'id': 18, 'abbrev': 'GWS', 'name': 'GWS Giants'}",0,"{'id': 5, 'abbrev': 'ESS', 'name': 'Essendon'}",1,Sydney Cricket Ground,0.0,"{'id': 5, 'name': 'Carrara Stadium', 'display_name': 'People First Stadium', 'short_name': 'People First', 'abbrev': 'PFS'}","{'id': 16, 'name': 'Sydney Cricket Ground', 'display_name': 'SCG', 'short_name': 'SCG', 'abbrev': 'SCG'}","{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}",0.181818,,,,
699,697,free_agent,,,1023017,Jedd,Busslinger,WBD,0,6,0,119900,0,0,0,0,0,510,0,0,0,2025-04-13T12:26:17+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22,0.0,0.0,STK,0.0,0,"{'id': 18, 'abbrev': 'GWS', 'name': 'GWS Giants'}",1,"{'id': 11, 'abbrev': 'PTA', 'name': 'Port Adelaide'}",0,"{'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}",1,Docklands Stadium,0.0,"{'id': 11, 'name': 'Manuka Oval', 'display_name': 'Manuka Oval', 'short_name': 'Manuka', 'abbrev': 'MO'}","{'id': 55, 'name': 'Eureka Stadium', 'display_name': 'Mars Stadium', 'short_name': 'Mars', 'abbrev': 'MARS'}","{'id': 12, 'name': 'Marrara Oval', 'display_name': 'TIO Stadium', 'short_name': 'TIO', 'abbrev': 'TIO'}",0.5,,,,
700,700,free_agent,,,1013996,Jordan,Croft,WBD,0,6,0,119900,0,0,0,0,0,510,0,0,0,2025-04-13T12:26:17+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9,0.0,0.0,STK,0.0,0,"{'id': 18, 'abbrev': 'GWS', 'name': 'GWS Giants'}",1,"{'id': 11, 'abbrev': 'PTA', 'name': 'Port Adelaide'}",0,"{'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}",1,Docklands Stadium,0.0,"{'id': 11, 'name': 'Manuka Oval', 'display_name': 'Manuka Oval', 'short_name': 'Manuka', 'abbrev': 'MO'}","{'id': 55, 'name': 'Eureka Stadium', 'display_name': 'Mars Stadium', 'short_name': 'Mars', 'abbrev': 'MARS'}","{'id': 12, 'name': 'Marrara Oval', 'display_name': 'TIO Stadium', 'short_name': 'TIO', 'abbrev': 'TIO'}",0.204545,,,,
701,729,free_agent,,,1027702,Lachlan,Smith,WBD,0,6,0,119900,0,0,0,0,0,510,0,0,0,2025-04-13T12:26:17+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8,0.0,0.0,STK,0.0,0,"{'id': 18, 'abbrev': 'GWS', 'name': 'GWS Giants'}",1,"{'id': 11, 'abbrev': 'PTA', 'name': 'Port Adelaide'}",0,"{'id': 17, 'abbrev': 'GCS', 'name': 'Gold Coast'}",1,Docklands Stadium,0.0,"{'id': 11, 'name': 'Manuka Oval', 'display_name': 'Manuka Oval', 'short_name': 'Manuka', 'abbrev': 'MO'}","{'id': 55, 'name': 'Eureka Stadium', 'display_name': 'Mars Stadium', 'short_name': 'Mars', 'abbrev': 'MARS'}","{'id': 12, 'name': 'Marrara Oval', 'display_name': 'TIO Stadium', 'short_name': 'TIO', 'abbrev': 'TIO'}",0.181818,,,,
702,739,free_agent,,,1020057,Harry,Barnett,WCE,0,6,0,119900,0,0,0,0,0,510,0,0,0,2025-04-13T12:26:17+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14,0.0,0.0,ESS,0.0,0,"{'id': 8, 'abbrev': 'HAW', 'name': 'Hawthorn'}",1,"{'id': 10, 'abbrev': 'MEL', 'name': 'Melbourne'}",0,"{'id': 12, 'abbrev': 'RIC', 'name': 'Richmond'}",1,Perth Stadium,15.0,"{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}",0.318182,,,,
703,763,free_agent,,,1028291,Coen,Livingstone,WCE,0,6,0,119900,0,0,0,0,0,510,0,0,0,2025-04-13T12:26:17+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10,0.0,0.0,ESS,0.0,0,"{'id': 8, 'abbrev': 'HAW', 'name': 'Hawthorn'}",1,"{'id': 10, 'abbrev': 'MEL', 'name': 'Melbourne'}",0,"{'id': 12, 'abbrev': 'RIC', 'name': 'Richmond'}",1,Perth Stadium,0.0,"{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}",0.227273,,,,
704,769,free_agent,,,1020032,Loch,Rawlinson,WCE,0,6,0,119900,0,0,0,0,0,510,0,0,0,2025-04-13T12:26:17+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10,0.0,0.0,ESS,0.0,0,"{'id': 8, 'abbrev': 'HAW', 'name': 'Hawthorn'}",1,"{'id': 10, 'abbrev': 'MEL', 'name': 'Melbourne'}",0,"{'id': 12, 'abbrev': 'RIC', 'name': 'Richmond'}",1,Perth Stadium,0.0,"{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}",0.227273,,,,
705,770,free_agent,,,1027693,Archer,Reid,WCE,0,6,0,219200,251,0,5,0,99300,305,0,0,454,2025-04-13T12:26:13+10:00,0,21,0,15,0,13,0,5,0,5,0,-1,0,28,0,4,0,5,50.2,538,50.2,66.0,ESS,0.0,0,"{'id': 8, 'abbrev': 'HAW', 'name': 'Hawthorn'}",1,"{'id': 10, 'abbrev': 'MEL', 'name': 'Melbourne'}",0,"{'id': 12, 'abbrev': 'RIC', 'name': 'Richmond'}",1,Perth Stadium,65.0,"{'id': 7, 'name': 'Docklands Stadium', 'display_name': 'Marvel Stadium', 'short_name': 'Marvel', 'abbrev': 'MARV'}","{'id': 53, 'name': 'Perth Stadium', 'display_name': 'Optus Stadium', 'short_name': 'Optus', 'abbrev': 'OS'}","{'id': 13, 'name': 'Melbourne Cricket Ground', 'display_name': 'MCG', 'short_name': 'MCG', 'abbrev': 'MCG'}",12.2273,,0.552863436123348,4366.533864541832,
