,round,coach_id,coach_team_id,coach_first_name,coach_team_name,player_id,played_position,points,on_field,feed_id,first_name,last_name,team,position,round_number_alt,player_round_id,Fanfooty Match ID,Fanfooty Match URL,Round,Year,Player ID,First Name,Surname,Team,null,DT,SC,null2,null3,null4,Kicks,Handballs,Marks,Tackles,Hitouts,Frees for,Frees against,Goals,Behinds,Not sure,Tag,Tag Notes,Tag 2,Tag 2 Notes,null5,null6,null7,null8,Position,Jumper Number,null9,null10,null11,DT own %,SC own %,AF own %,null12,AF Breakeven,null13,Contested Possessions,Clearances,Clangers,Disposal efficiency,Time on ground,Metres gained,Injured,Opposition
20,7,86078,9806,Lester,HoweIMetYourMother,536,FWD,57,True,993998,Jy,Simpkin,NTH,FWD MID,R7,993998_R7,7359.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7359,R7,2020.0,993998.0,Jy,Simpkin,NM,2.0,43.0,57.0,22.0,35.0,49.0,8.0,6.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,Full Time,sore,Rolled ankle early in Q1... off again in Q2 with the same complaint... %s from %O,wing,Playing midfield,,,,,Forward,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.0,1.0,1.0,57.0,61.0,188.0,True,RI
21,8,86078,9806,Lester,HoweIMetYourMother,536,FWD,35,True,993998,Jy,Simpkin,NTH,FWD MID,R8,993998_R8,7366.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7366,R8,2020.0,993998.0,Jy,Simpkin,NM,9.0,44.0,35.0,63.0,36.0,54.0,8.0,3.0,3.0,4.0,0.0,1.0,4.0,0.0,0.0,Full Time,tagged,Tagged by Curnow... %O including %K... also %T and %M... conceded %F,wing,Playing midfield,,,,,Forward,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,5.0,6.0,54.0,73.0,93.0,False,CA
22,9,86078,9806,Lester,HoweIMetYourMother,536,FWD,56,True,993998,Jy,Simpkin,NTH,FWD MID,R9,993998_R9,7377.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7377,R9,2020.0,993998.0,Jy,Simpkin,NM,13.0,57.0,56.0,71.0,47.0,66.0,10.0,7.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,Full Time,wing,%s from %O and %M... Playing midfield,,,,,,,Forward,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,8.0,3.0,6.0,41.0,79.0,181.0,False,AD
23,10,86078,9806,Lester,HoweIMetYourMother,536,FWD,103,True,993998,Jy,Simpkin,NTH,FWD MID,R10,993998_R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1,86078,9806,Lester,HoweIMetYourMother,700,MID,129,True,260382,Josh P.,Kennedy,SYD,MID,R1,260382_R1,7304.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7304,R1,2020.0,260382.0,Josh P.,Kennedy,SY,31.0,98.0,129.0,73.0,75.0,105.0,13.0,12.0,2.0,6.0,0.0,2.0,1.0,1.0,0.0,Full Time,gun,%D and %M with %T... %s as well,shovel,Leading the Swans inside midfield,554200.0,,579000.0,,Midfielder,12.0,0.0,0.0,0.0,0.0,0.0,0.0,654000.0,,,16.0,10.0,5.0,80.0,79.0,256.0,False,AD
25,2,86078,9806,Lester,HoweIMetYourMother,700,MID,91,True,260382,Josh P.,Kennedy,SYD,MID,R2,260382_R2,7317.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7317,R2,2020.0,260382.0,Josh P.,Kennedy,SY,13.0,76.0,91.0,97.0,58.0,78.0,10.0,9.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0,Full Time,shovel,%D and %M with %T... helped out by %4FF... Leading the Swans inside midfield,,,554200.0,,,,Midfielder,12.0,0.0,0.0,0.0,0.0,0.0,0.0,654000.0,,,12.0,7.0,1.0,73.0,81.0,167.0,False,ES
26,3,86078,9806,Lester,HoweIMetYourMother,700,MID,126,True,260382,Josh P.,Kennedy,SYD,MID,R3,260382_R3,7321.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7321,R3,2020.0,260382.0,Josh P.,Kennedy,SY,19.0,84.0,126.0,64.0,61.0,88.0,11.0,11.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0,Full Time,magnet,%D and %T plus %s,shovel,Leading the Swans inside midfield,,,,,Midfielder,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,12.0,6.0,1.0,63.0,75.0,239.0,False,NM
27,4,86078,9806,Lester,HoweIMetYourMother,700,MID,93,True,260382,Josh P.,Kennedy,SYD,MID,R4,260382_R4,7328.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7328,R4,2020.0,260382.0,Josh P.,Kennedy,SY,31.0,95.0,93.0,127.0,68.0,96.0,13.0,6.0,3.0,8.0,0.0,0.0,1.0,1.0,0.0,Full Time,yinyang,Quiet first half but was much better after HT... %P and %M plus %T... %s as well,shovel,Leading the Swans inside midfield,,,,,Midfielder,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.0,2.0,6.0,73.0,80.0,280.0,False,WB
28,5,86078,9806,Lester,HoweIMetYourMother,700,MID,85,True,260382,Josh P.,Kennedy,SYD,MID,R5,260382_R5,7339.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7339,R5,2020.0,260382.0,Josh P.,Kennedy,SY,30.0,95.0,85.0,83.0,79.0,112.0,10.0,15.0,6.0,6.0,0.0,1.0,3.0,0.0,1.0,Full Time,hot,%O and %M plus %T... %s as well... conceded %F,shovel,Leading the Swans inside midfield,,,,,Midfielder,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,8.0,4.0,9.0,64.0,83.0,251.0,False,WC
29,6,300791,182,Paul,Coronaviney,700,MID,18,True,260382,Josh P.,Kennedy,SYD,MID,R6,260382_R6,7353.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7353,R6,2020.0,260382.0,Josh P.,Kennedy,SY,0.0,14.0,18.0,11.0,10.0,12.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,Full Time,injured,Left knee twisted badly in a tackle on Pickett in Q1... iced up... %P,shovel,Leading the Swans inside midfield,,,,,Midfielder,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,0.0,100.0,9.0,41.0,True,RI
30,7,300791,182,Paul,Coronaviney,700,MID,0,False,260382,Josh P.,Kennedy,SYD,MID,R7,260382_R7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,8,300791,182,Paul,Coronaviney,700,MID,0,False,260382,Josh P.,Kennedy,SYD,MID,R8,260382_R8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,9,300791,182,Paul,Coronaviney,700,MID,0,False,260382,Josh P.,Kennedy,SYD,MID,R9,260382_R9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,10,300791,182,Paul,Coronaviney,700,MID,0,False,260382,Josh P.,Kennedy,SYD,MID,R10,260382_R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1,86078,9806,Lester,HoweIMetYourMother,807,MID,128,True,296296,Dom,Sheed,WCE,MID,R1,296296_R1,7309.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7309,R1,2020.0,296296.0,Dom,Sheed,WC,20.0,93.0,128.0,116.0,76.0,99.0,15.0,7.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,Full Time,hot,%P and %M plus %s,wing,Playing outside midfield,433100.0,,516100.0,,Midfielder,4.0,0.0,0.0,0.0,0.0,0.0,0.0,539000.0,,,10.0,3.0,2.0,72.0,81.0,392.0,False,ME
35,2,86078,9806,Lester,HoweIMetYourMother,807,MID,77,True,296296,Dom,Sheed,WCE,MID,R2,296296_R2,7315.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7315,R2,2020.0,296296.0,Dom,Sheed,WC,8.0,62.0,77.0,39.0,54.0,76.0,10.0,9.0,5.0,1.0,0.0,0.0,2.0,0.0,1.0,Full Time,wing,%O and %M plus %s... Playing outside midfield,,,433100.0,,,,Midfielder,4.0,0.0,0.0,0.0,0.0,0.0,0.0,539000.0,,,8.0,4.0,3.0,68.0,85.0,205.0,False,GC
36,3,86078,9806,Lester,HoweIMetYourMother,807,MID,56,True,296296,Dom,Sheed,WCE,MID,R3,296296_R3,7324.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7324,R3,2020.0,296296.0,Dom,Sheed,WC,3.0,34.0,56.0,32.0,28.0,42.0,2.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Full Time,wing,%O including %B... also %T... Playing outside midfield,,,,,,,Midfielder,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.0,4.0,2.0,58.0,75.0,-71.0,False,BL
37,4,86078,9806,Lester,HoweIMetYourMother,807,MID,87,True,296296,Dom,Sheed,WCE,MID,R4,296296_R4,7330.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7330,R4,2020.0,296296.0,Dom,Sheed,WC,9.0,65.0,87.0,44.0,54.0,75.0,9.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Full Time,wing,%P and %M... Playing outside midfield,,,,,,,Midfielder,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,10.0,5.0,2.0,65.0,82.0,225.0,False,PA
38,5,86078,9806,Lester,HoweIMetYourMother,807,MID,119,False,296296,Dom,Sheed,WCE,MID,R5,296296_R5,7339.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7339,R5,2020.0,296296.0,Dom,Sheed,WC,26.0,111.0,119.0,142.0,90.0,114.0,17.0,7.0,10.0,2.0,0.0,2.0,0.0,1.0,0.0,Full Time,magnet,%P including %K... also %M and %T... and booted %s,wing,Playing outside midfield,,,,,Midfielder,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,14.0,9.0,2.0,66.0,79.0,424.0,False,SY
39,6,86078,9806,Lester,HoweIMetYourMother,807,MID,114,True,296296,Dom,Sheed,WCE,MID,R6,296296_R6,7349.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7349,R6,2020.0,296296.0,Dom,Sheed,WC,19.0,93.0,114.0,121.0,76.0,105.0,13.0,11.0,7.0,4.0,0.0,1.0,2.0,0.0,0.0,Full Time,hot,%P and %M plus %T,wing,Playing outside midfield,,,,,Midfielder,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.0,5.0,3.0,91.0,87.0,445.0,False,AD
40,7,86078,9806,Lester,HoweIMetYourMother,807,MID,76,True,296296,Dom,Sheed,WCE,MID,R7,296296_R7,7362.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7362,R7,2020.0,296296.0,Dom,Sheed,WC,8.0,60.0,76.0,48.0,51.0,72.0,7.0,11.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,Full Time,wing,%P and %M plus %T... Playing outside midfield,,,,,,,Midfielder,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.0,4.0,3.0,66.0,76.0,188.0,False,FR
41,8,86078,9806,Lester,HoweIMetYourMother,807,MID,44,True,296296,Dom,Sheed,WCE,MID,R8,296296_R8,7370.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7370,R8,2020.0,296296.0,Dom,Sheed,WC,3.0,44.0,44.0,58.0,32.0,48.0,10.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,Full Time,wing,%D with %k by foot... also %T... Playing outside midfield,,,,,,,Midfielder,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,2.0,1.0,42.0,77.0,258.0,False,CO
42,9,86078,9806,Lester,HoweIMetYourMother,807,MID,135,True,296296,Dom,Sheed,WCE,MID,R9,296296_R9,7379.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7379,R9,2020.0,296296.0,Dom,Sheed,WC,16.0,81.0,135.0,98.0,70.0,97.0,11.0,13.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,Full Time,hot,%D and %M with %T... %s as well,wing,Playing outside midfield,,,,,Midfielder,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,15.0,6.0,4.0,58.0,83.0,369.0,False,GE
43,10,10857,189,Anthony,The Full Bonty,807,MID,0,False,296296,Dom,Sheed,WCE,MID,R10,296296_R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1,86078,9806,Lester,HoweIMetYourMother,620,FWD,126,True,290847,Dustin,Martin,RIC,FWD MID,R1,290847_R1,7301.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7301,R1,2020.0,290847.0,Dustin,Martin,RI,20.0,90.0,126.0,113.0,72.0,100.0,12.0,12.0,3.0,4.0,0.0,1.0,1.0,1.0,1.0,Full Time,gun,%D and %M with %T... %s as well,shovel,Rotating midfield and forward,562600.0,,543000.0,,Midfielder,4.0,0.0,0.0,0.0,0.0,0.0,0.0,674000.0,,,8.0,3.0,3.0,75.0,93.0,257.0,False,CA
45,2,86078,9806,Lester,HoweIMetYourMother,620,FWD,79,True,290847,Dustin,Martin,RIC,FWD MID,R2,290847_R2,7310.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7310,R2,2020.0,290847.0,Dustin,Martin,RI,14.0,73.0,79.0,44.0,54.0,78.0,13.0,7.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,Full Time,shovel,%D and %M with %T... Rotating midfield and forward,,,562600.0,,,,Midfielder,4.0,0.0,0.0,0.0,0.0,0.0,0.0,674000.0,,,13.0,3.0,8.0,45.0,84.0,317.0,False,CO
46,3,86078,9806,Lester,HoweIMetYourMother,620,FWD,0,False,290847,Dustin,Martin,RIC,FWD MID,R3,290847_R3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,4,86078,9806,Lester,HoweIMetYourMother,620,FWD,81,True,290847,Dustin,Martin,RIC,FWD MID,R4,290847_R4,7331.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7331,R4,2020.0,290847.0,Dustin,Martin,RI,7.0,54.0,81.0,37.0,45.0,63.0,7.0,11.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Full Time,shovel,%D and %M... Rotating midfield and forward,,,,,,,Midfielder,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,10.0,2.0,0.0,55.0,92.0,199.0,False,SK
48,5,86078,9806,Lester,HoweIMetYourMother,620,FWD,93,True,290847,Dustin,Martin,RIC,FWD MID,R5,290847_R5,7344.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7344,R5,2020.0,290847.0,Dustin,Martin,RI,15.0,67.0,93.0,34.0,58.0,81.0,13.0,7.0,4.0,1.0,0.0,1.0,3.0,1.0,0.0,Full Time,shovel,%O and %M plus %s... not helped by %F... Rotating midfield and forward,,,,,,,Midfielder,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,7.0,2.0,4.0,75.0,89.0,395.0,False,ME
49,6,86078,9806,Lester,HoweIMetYourMother,620,FWD,66,True,290847,Dustin,Martin,RIC,FWD MID,R6,290847_R6,7353.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7353,R6,2020.0,290847.0,Dustin,Martin,RI,12.0,38.0,66.0,44.0,37.0,54.0,5.0,10.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,Full Time,shovel,%D and %s... Rotating midfield and forward,,,,,,,Midfielder,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,7.0,3.0,2.0,66.0,87.0,155.0,False,SY
50,7,86078,9806,Lester,HoweIMetYourMother,620,FWD,100,True,290847,Dustin,Martin,RIC,FWD MID,R7,290847_R7,7359.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7359,R7,2020.0,290847.0,Dustin,Martin,RI,15.0,72.0,100.0,92.0,59.0,78.0,11.0,5.0,3.0,3.0,0.0,2.0,2.0,2.0,0.0,Full Time,tagged,Tagged by McDonald... %O and %M plus %T... %s as well,shovel,Rotating midfield and forward,,,,,Midfielder,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.0,2.0,4.0,87.0,92.0,231.0,False,NM
51,8,86078,9806,Lester,HoweIMetYourMother,620,FWD,108,True,290847,Dustin,Martin,RIC,FWD MID,R8,290847_R8,7365.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7365,R8,2020.0,290847.0,Dustin,Martin,RI,17.0,90.0,108.0,54.0,77.0,103.0,15.0,8.0,5.0,2.0,0.0,2.0,3.0,2.0,1.0,Full Time,atlas,%P and %M plus %T... %s as well... conceded %F,shovel,Rotating midfield and forward,,,,,Midfielder,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,14.0,9.0,8.0,56.0,94.0,506.0,False,WS
52,9,86078,9806,Lester,HoweIMetYourMother,620,FWD,184,True,290847,Dustin,Martin,RIC,FWD MID,R9,290847_R9,7373.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7373,R9,2020.0,290847.0,Dustin,Martin,RI,26.0,100.0,184.0,60.0,82.0,112.0,16.0,10.0,2.0,3.0,0.0,1.0,2.0,3.0,1.0,Full Time,star,%D and %M with %T... %s as well,shovel,Rotating midfield and forward,,,,,Midfielder,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,14.0,4.0,4.0,76.0,87.0,430.0,False,WB
53,10,86078,9806,Lester,HoweIMetYourMother,620,FWD,111,True,290847,Dustin,Martin,RIC,FWD MID,R10,290847_R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1,86078,9806,Lester,HoweIMetYourMother,67,MID,115,True,293716,Jarryd,Lyons,BRL,MID,R1,293716_R1,7308.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7308,R1,2020.0,293716.0,Jarryd,Lyons,BL,19.0,98.0,115.0,69.0,73.0,99.0,15.0,7.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,Full Time,hot,%O and %M plus %T,shovel,Playing inside midfield,587600.0,,535400.0,,Midfielder,17.0,0.0,0.0,0.0,0.0,0.0,0.0,689000.0,,,12.0,6.0,2.0,68.0,82.0,395.0,False,HW
55,2,86078,9806,Lester,HoweIMetYourMother,67,MID,92,True,293716,Jarryd,Lyons,BRL,MID,R2,293716_R2,7312.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7312,R2,2020.0,293716.0,Jarryd,Lyons,BL,24.0,76.0,92.0,104.0,53.0,78.0,11.0,6.0,1.0,8.0,0.0,2.0,2.0,0.0,0.0,Full Time,shovel,%O and %T... Playing inside midfield,,,587600.0,,,,Midfielder,17.0,0.0,0.0,0.0,0.0,0.0,0.0,689000.0,,,8.0,2.0,2.0,64.0,83.0,247.0,False,FR
56,3,86078,9806,Lester,HoweIMetYourMother,67,MID,114,True,293716,Jarryd,Lyons,BRL,MID,R3,293716_R3,7324.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7324,R3,2020.0,293716.0,Jarryd,Lyons,BL,19.0,96.0,114.0,126.0,68.0,96.0,18.0,7.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,Full Time,hot,%O with %k by foot... also %T and %M,shovel,Playing inside midfield,,,,,Midfielder,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,13.0,8.0,3.0,52.0,87.0,395.0,False,WC
57,4,86078,9806,Lester,HoweIMetYourMother,67,MID,116,True,293716,Jarryd,Lyons,BRL,MID,R4,293716_R4,7334.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7334,R4,2020.0,293716.0,Jarryd,Lyons,BL,14.0,77.0,116.0,105.0,59.0,90.0,18.0,6.0,2.0,4.0,0.0,1.0,4.0,0.0,0.0,Full Time,shovel,%D including %K... also %T and %M... conceded %F... Playing inside midfield,,,,,,,Midfielder,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,13.0,5.0,6.0,50.0,83.0,398.0,False,AD
58,5,86078,9806,Lester,HoweIMetYourMother,67,MID,124,True,293716,Jarryd,Lyons,BRL,MID,R5,293716_R5,7342.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7342,R5,2020.0,293716.0,Jarryd,Lyons,BL,20.0,106.0,124.0,138.0,81.0,112.0,17.0,10.0,5.0,5.0,0.0,2.0,1.0,0.0,1.0,Full Time,magnet,%P and %M plus %T... %s as well,shovel,Playing inside midfield,,,,,Midfielder,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,10.0,4.0,3.0,66.0,88.0,259.0,False,PA
59,6,86078,9806,Lester,HoweIMetYourMother,67,MID,88,True,293716,Jarryd,Lyons,BRL,MID,R6,293716_R6,7346.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7346,R6,2020.0,293716.0,Jarryd,Lyons,BL,20.0,88.0,88.0,61.0,62.0,87.0,14.0,6.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,Full Time,hot,%D and %M with %T,shovel,Playing inside midfield,,,,,Midfielder,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,7.0,3.0,2.0,55.0,83.0,250.0,False,GE
60,7,86078,9806,Lester,HoweIMetYourMother,67,MID,114,True,293716,Jarryd,Lyons,BRL,MID,R7,293716_R7,7357.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7357,R7,2020.0,293716.0,Jarryd,Lyons,BL,15.0,79.0,114.0,60.0,63.0,81.0,10.0,7.0,5.0,3.0,0.0,2.0,0.0,1.0,0.0,Full Time,shovel,First goal... %P and %M plus %T... %s as well... Playing inside midfield,,,,,,,Midfielder,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,7.0,5.0,1.0,76.0,84.0,241.0,False,WS
61,8,86078,9806,Lester,HoweIMetYourMother,67,MID,147,True,293716,Jarryd,Lyons,BRL,MID,R8,293716_R8,7371.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7371,R8,2020.0,293716.0,Jarryd,Lyons,BL,31.0,119.0,147.0,99.0,86.0,114.0,15.0,7.0,7.0,9.0,0.0,3.0,0.0,0.0,0.0,Full Time,star,%P and %M plus %T... helped out by %4FF,shovel,Playing inside midfield,,,,,Midfielder,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.0,2.0,2.0,72.0,83.0,226.0,False,ME
62,9,86078,9806,Lester,HoweIMetYourMother,67,MID,115,True,293716,Jarryd,Lyons,BRL,MID,R9,293716_R9,7376.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7376,R9,2020.0,293716.0,Jarryd,Lyons,BL,16.0,86.0,115.0,63.0,69.0,93.0,11.0,11.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,Full Time,hot,%P and %M plus %T... %s as well,shovel,Playing inside midfield,,,,,Midfielder,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,10.0,2.0,3.0,77.0,83.0,169.0,False,ES
63,10,86078,9806,Lester,HoweIMetYourMother,67,MID,121,True,293716,Jarryd,Lyons,BRL,MID,R10,293716_R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1,86078,9806,Lester,HoweIMetYourMother,94,MID,112,True,990704,Patrick,Cripps,CAR,MID,R1,990704_R1,7301.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7301,R1,2020.0,990704.0,Patrick,Cripps,CA,15.0,92.0,112.0,54.0,75.0,108.0,15.0,16.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,Full Time,magnet,%P and %M plus %T,shovel,Playing inside midfield,680500.0,,635900.0,,Midfielder,9.0,0.0,0.0,0.0,0.0,0.0,0.0,793000.0,,,17.0,10.0,6.0,64.0,92.0,295.0,False,RI
65,2,86078,9806,Lester,HoweIMetYourMother,94,MID,117,True,990704,Patrick,Cripps,CAR,MID,R2,990704_R2,7313.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7313,R2,2020.0,990704.0,Patrick,Cripps,CA,16.0,77.0,117.0,97.0,68.0,92.0,11.0,10.0,5.0,2.0,0.0,2.0,3.0,1.0,2.0,Full Time,shovel,%O and %M plus %T... %s as well... conceded %F... Playing inside midfield,,,680500.0,,,,Midfielder,9.0,0.0,0.0,0.0,0.0,0.0,0.0,793000.0,,,11.0,6.0,3.0,61.0,88.0,290.0,False,ME
66,3,86078,9806,Lester,HoweIMetYourMother,94,MID,123,True,990704,Patrick,Cripps,CAR,MID,R3,990704_R3,7323.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7323,R3,2020.0,990704.0,Patrick,Cripps,CA,21.0,99.0,123.0,76.0,79.0,108.0,12.0,12.0,3.0,5.0,0.0,1.0,1.0,2.0,0.0,Full Time,star,%2 Dangerfield... %D and %M with %T... %s as well,shovel,Playing inside midfield,,,,,Midfielder,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,17.0,12.0,5.0,75.0,91.0,287.0,False,GE
67,4,86078,9806,Lester,HoweIMetYourMother,94,MID,81,True,990704,Patrick,Cripps,CAR,MID,R4,990704_R4,7332.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7332,R4,2020.0,990704.0,Patrick,Cripps,CA,14.0,73.0,81.0,53.0,55.0,79.0,10.0,10.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,Full Time,shovel,%O and %M plus %T... %s as well... Playing inside midfield,,,,,,,Midfielder,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,7.0,3.0,3.0,65.0,89.0,218.0,False,ES
68,5,86078,9806,Lester,HoweIMetYourMother,94,MID,116,True,990704,Patrick,Cripps,CAR,MID,R5,990704_R5,7337.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7337,R5,2020.0,990704.0,Patrick,Cripps,CA,16.0,81.0,0.0,102.0,70.0,91.0,13.0,9.0,4.0,2.0,0.0,6.0,3.0,1.0,1.0,Full Time,garbage,Tagged by Steele... anonymous when it counted despite some stat padding in Q4... %P and %M plus %T... %s as well... helped out by %4FF... conceded %F,shovel,Playing inside midfield,,,,,Midfielder,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,13.0,4.0,4.0,77.0,88.0,405.0,False,SK
69,6,86078,9806,Lester,HoweIMetYourMother,94,MID,56,True,990704,Patrick,Cripps,CAR,MID,R6,990704_R6,7354.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7354,R6,2020.0,990704.0,Patrick,Cripps,CA,8.0,49.0,56.0,66.0,37.0,54.0,8.0,5.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,Full Time,sore,Left shoulder knock in Q1... %D and %T,shovel,Playing inside midfield,,,,,Midfielder,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,8.0,7.0,2.0,76.0,77.0,198.0,True,WB
70,7,86078,9806,Lester,HoweIMetYourMother,94,MID,85,True,990704,Patrick,Cripps,CAR,MID,R7,990704_R7,7360.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7360,R7,2020.0,990704.0,Patrick,Cripps,CA,19.0,70.0,85.0,89.0,55.0,81.0,7.0,14.0,0.0,6.0,0.0,3.0,2.0,0.0,0.0,Full Time,shovel,%D and %T... umps paid him %4FF... Playing inside midfield,,,,,,,Midfielder,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,11.0,6.0,4.0,61.0,81.0,186.0,False,PA
