,round,coach_id,coach_team_id,coach_first_name,coach_team_name,player_id,played_position,points,on_field,feed_id,first_name,last_name,team,position,round_number_alt,player_round_id,Fanfooty Match ID,Fanfooty Match URL,Round,Year,Player ID,First Name,Surname,Team,null,DT,SC,null2,null3,null4,Kicks,Handballs,Marks,Tackles,Hitouts,Frees for,Frees against,Goals,Behinds,Not sure,Tag,Tag Notes,Tag 2,Tag 2 Notes,null5,null6,null7,null8,Position,Jumper Number,null9,null10,null11,DT own %,SC own %,AF own %,null12,AF Breakeven,null13,Contested Possessions,Clearances,Clangers,Disposal efficiency,Time on ground,Metres gained,Injured,Opposition
1401,2,45168,5524,Luke,The Dragon's Laird,217,DEF,94,True,1001026,Jordan,Ridley,ESS,DEF,R2,1001026_R2,7317.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7317,R2,2020.0,1001026.0,Jordan,Ridley,ES,8.0,61.0,94.0,37.0,49.0,66.0,10.0,7.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,Full Time,guard,%M and %P... In defence,,,255900.0,,,,Back,14.0,0.0,0.0,0.0,0.0,0.0,0.0,310000.0,,,6.0,0.0,1.0,76.0,87.0,162.0,False,SY
1402,3,45168,5524,Luke,The Dragon's Laird,217,DEF,0,False,1001026,Jordan,Ridley,ESS,DEF,R3,1001026_R3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,4,45168,5524,Luke,The Dragon's Laird,217,DEF,134,True,1001026,Jordan,Ridley,ESS,DEF,R4,1001026_R4,7332.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7332,R4,2020.0,1001026.0,Jordan,Ridley,ES,13.0,76.0,134.0,99.0,59.0,78.0,13.0,5.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,Full Time,guard,%D with %k by foot... also %M and %T... In defence,,,,,,,Back,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,8.0,0.0,1.0,94.0,92.0,265.0,False,CA
1404,5,45168,5524,Luke,The Dragon's Laird,217,DEF,122,True,1001026,Jordan,Ridley,ESS,DEF,R5,1001026_R5,7338.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7338,R5,2020.0,1001026.0,Jordan,Ridley,ES,13.0,79.0,122.0,56.0,63.0,84.0,12.0,6.0,7.0,3.0,0.0,1.0,1.0,0.0,0.0,Full Time,guard,%P and %M plus %T... In defence,,,,,,,Back,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.0,1.0,2.0,83.0,92.0,374.0,False,CO
1405,6,45168,5524,Luke,The Dragon's Laird,217,DEF,111,True,1001026,Jordan,Ridley,ESS,DEF,R6,1001026_R6,7351.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7351,R6,2020.0,1001026.0,Jordan,Ridley,ES,12.0,75.0,111.0,98.0,59.0,78.0,14.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,Full Time,rock,%O with %k by foot... also %M,guard,In defence,,,,,Back,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,0.0,1.0,83.0,84.0,420.0,False,NM
1406,7,45168,5524,Luke,The Dragon's Laird,217,DEF,92,True,1001026,Jordan,Ridley,ESS,DEF,R7,1001026_R7,7356.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7356,R7,2020.0,1001026.0,Jordan,Ridley,ES,9.0,62.0,92.0,80.0,52.0,66.0,10.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Time,guard,%D with %k by foot... also %M... In defence,,,,,,,Back,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.0,0.0,1.0,92.0,98.0,204.0,False,WB
1407,8,45168,5524,Luke,The Dragon's Laird,217,DEF,114,True,1001026,Jordan,Ridley,ESS,DEF,R8,1001026_R8,7369.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7369,R8,2020.0,1001026.0,Jordan,Ridley,ES,13.0,76.0,114.0,52.0,60.0,81.0,12.0,6.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,Full Time,guard,%O and %M plus %T... In defence,,,,,,,Back,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.0,1.0,1.0,94.0,92.0,333.0,False,AD
1408,9,45168,5524,Luke,The Dragon's Laird,217,DEF,88,True,1001026,Jordan,Ridley,ESS,DEF,R9,1001026_R9,7376.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7376,R9,2020.0,1001026.0,Jordan,Ridley,ES,9.0,67.0,88.0,83.0,55.0,75.0,10.0,10.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,Full Time,guard,%M and %D... In defence,,,,,,,Back,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,2.0,2.0,80.0,93.0,356.0,False,BL
1409,10,45168,5524,Luke,The Dragon's Laird,217,DEF,101,True,1001026,Jordan,Ridley,ESS,DEF,R10,1001026_R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,2,45168,5524,Luke,The Dragon's Laird,411,MID,0,False,998172,Tim,Taranto,GWS,MID,R2,998172_R2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,3,45168,5524,Luke,The Dragon's Laird,411,MID,0,False,998172,Tim,Taranto,GWS,MID,R3,998172_R3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,4,45168,5524,Luke,The Dragon's Laird,411,MID,0,False,998172,Tim,Taranto,GWS,MID,R4,998172_R4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,5,45168,5524,Luke,The Dragon's Laird,411,MID,0,False,998172,Tim,Taranto,GWS,MID,R5,998172_R5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,6,45168,5524,Luke,The Dragon's Laird,411,MID,0,False,998172,Tim,Taranto,GWS,MID,R6,998172_R6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,7,45168,5524,Luke,The Dragon's Laird,411,MID,81,True,998172,Tim,Taranto,GWS,MID,R7,998172_R7,7357.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7357,R7,2020.0,998172.0,Tim,Taranto,WS,15.0,72.0,81.0,92.0,56.0,75.0,12.0,4.0,2.0,3.0,0.0,1.0,1.0,2.0,0.0,Full Time,shovel,%P including %K... also %T and %M... and scored %s... Starting in midfield,,,,,,,Midfielder,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,8.0,5.0,3.0,62.0,86.0,256.0,False,BL
1416,8,45168,5524,Luke,The Dragon's Laird,411,MID,111,True,998172,Tim,Taranto,GWS,MID,R8,998172_R8,7365.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7365,R8,2020.0,998172.0,Tim,Taranto,WS,7.0,67.0,111.0,86.0,49.0,67.0,12.0,6.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,Full Time,shovel,%O and %T plus %s... umps paid him %4FF... Starting in midfield,,,,,,,Midfielder,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,12.0,5.0,1.0,61.0,82.0,345.0,False,RI
1417,9,45168,5524,Luke,The Dragon's Laird,411,MID,126,True,998172,Tim,Taranto,GWS,MID,R9,998172_R9,7380.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7380,R9,2020.0,998172.0,Tim,Taranto,WS,27.0,100.0,126.0,81.0,76.0,102.0,12.0,9.0,5.0,6.0,0.0,1.0,0.0,1.0,0.0,Full Time,hot,First goal... %O and %M plus %T... %s as well,shovel,Starting in midfield,,,,,Midfielder,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.0,4.0,3.0,76.0,86.0,297.0,False,GC
1418,10,45168,5524,Luke,The Dragon's Laird,411,MID,92,True,998172,Tim,Taranto,GWS,MID,R10,998172_R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,2,45168,5524,Luke,The Dragon's Laird,665,FWD,41,False,993917,Ben,Long,STK,FWD,R2,993917_R2,7318.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7318,R2,2020.0,993917.0,Ben,Long,SK,4.0,37.0,41.0,50.0,32.0,45.0,5.0,4.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,Full Time,guard,%P and %M plus %T... Starting at half back,,,314100.0,,,,Back,21.0,0.0,0.0,0.0,0.0,0.0,0.0,359000.0,,,3.0,0.0,3.0,88.0,94.0,76.0,False,WB
1420,2,180650,33301,Jordan,"What's Up, Doch?",660,MID,127,True,991988,Zak,Jones,STK,MID,R2,991988_R2,7318.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7318,R2,2020.0,991988.0,Zak,Jones,SK,25.0,108.0,127.0,134.0,88.0,120.0,14.0,15.0,6.0,3.0,0.0,0.0,0.0,1.0,0.0,Full Time,star,%O and %M plus %T... %s as well,wing,Playing in midfield,437700.0,,,,Back,3.0,0.0,0.0,0.0,0.0,0.0,0.0,499000.0,,,13.0,6.0,2.0,75.0,83.0,219.0,False,WB
1421,3,180650,33301,Jordan,"What's Up, Doch?",660,MID,66,True,991988,Zak,Jones,STK,MID,R3,991988_R3,7322.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7322,R3,2020.0,991988.0,Zak,Jones,SK,13.0,66.0,66.0,57.0,49.0,69.0,7.0,9.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,Full Time,wing,%D and %M with %T... Playing in midfield,,,,,,,Back,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,2.0,3.0,68.0,82.0,227.0,False,CO
1422,4,180650,33301,Jordan,"What's Up, Doch?",660,MID,45,True,991988,Zak,Jones,STK,MID,R4,991988_R4,7331.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7331,R4,2020.0,991988.0,Zak,Jones,SK,3.0,36.0,45.0,44.0,30.0,42.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Time,wing,%M and %P... Playing in midfield,,,,,,,Back,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.0,1.0,4.0,66.0,48.0,222.0,False,RI
1423,5,180650,33301,Jordan,"What's Up, Doch?",660,MID,0,False,991988,Zak,Jones,STK,MID,R5,991988_R5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,6,180650,33301,Jordan,"What's Up, Doch?",660,MID,104,False,991988,Zak,Jones,STK,MID,R6,991988_R6,7348.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7348,R6,2020.0,991988.0,Zak,Jones,SK,20.0,71.0,104.0,54.0,56.0,75.0,9.0,6.0,2.0,4.0,0.0,1.0,1.0,2.0,0.0,Full Time,wing,%O and %M plus %T... %s as well... Playing in midfield,,,,,,,Back,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.0,4.0,3.0,60.0,69.0,401.0,False,FR
1425,7,180650,33301,Jordan,"What's Up, Doch?",660,MID,80,True,991988,Zak,Jones,STK,MID,R7,991988_R7,7363.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7363,R7,2020.0,991988.0,Zak,Jones,SK,10.0,70.0,80.0,38.0,56.0,82.0,14.0,6.0,4.0,3.0,0.0,0.0,3.0,0.0,1.0,Full Time,x-factor,His run in the first half was crucial... %D and %M with %T... %s as well... not helped by %F,wing,Playing in midfield,,,,,Back,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,10.0,6.0,6.0,50.0,84.0,365.0,False,AD
1426,8,180650,33301,Jordan,"What's Up, Doch?",660,MID,90,True,991988,Zak,Jones,STK,MID,R8,991988_R8,7368.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7368,R8,2020.0,991988.0,Zak,Jones,SK,9.0,59.0,90.0,29.0,49.0,72.0,12.0,8.0,2.0,2.0,0.0,2.0,3.0,0.0,0.0,Full Time,wing,%P and %M plus %T... conceded %F... Playing in midfield,,,,,,,Back,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,13.0,8.0,5.0,75.0,83.0,378.0,False,PA
1427,9,180650,33301,Jordan,"What's Up, Doch?",660,MID,123,False,991988,Zak,Jones,STK,MID,R9,991988_R9,7378.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7378,R9,2020.0,991988.0,Zak,Jones,SK,20.0,83.0,123.0,104.0,67.0,93.0,8.0,13.0,3.0,5.0,0.0,1.0,1.0,1.0,0.0,Full Time,star,%O and %M plus %T... %s as well,wing,Playing in midfield,,,,,Back,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,14.0,6.0,3.0,61.0,74.0,163.0,False,SY
1428,10,180650,33301,Jordan,"What's Up, Doch?",660,MID,59,True,991988,Zak,Jones,STK,MID,R10,991988_R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,2,180650,33301,Jordan,"What's Up, Doch?",454,MID,20,False,280737,Liam,Shiels,HAW,MID,R2,280737_R2,7311.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7311,R2,2020.0,280737.0,Liam,Shiels,HW,7.0,37.0,20.0,33.0,28.0,45.0,5.0,4.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0,Full Time,tagger,%D and %T... conceded %F... Tagging Dangerfield,,,606700.0,,,,Midfielder,26.0,0.0,0.0,0.0,0.0,0.0,0.0,704000.0,,,2.0,2.0,6.0,44.0,86.0,140.0,False,GE
1430,9,21562,186,Mark,GetRichOrDieTryin,454,MID,107,True,280737,Liam,Shiels,HAW,MID,R9,280737_R9,7375.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7375,R9,2020.0,280737.0,Liam,Shiels,HW,16.0,73.0,107.0,56.0,60.0,78.0,9.0,6.0,4.0,3.0,0.0,1.0,1.0,2.0,0.0,Full Time,star,%P and %M plus %T... %s as well,shovel,Playing inside midfield,,,,,Midfielder,26.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,7.0,5.0,1.0,80.0,73.0,246.0,False,CA
1431,2,300791,182,Paul,Coronaviney,159,DEF,105,True,992010,Brayden,Maynard,COL,DEF,R2,992010_R2,7310.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7310,R2,2020.0,992010.0,Brayden,Maynard,CO,9.0,76.0,105.0,98.0,60.0,84.0,16.0,7.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,Full Time,guard,%M and %P... Starting at half back,,,455100.0,,,,Back,37.0,0.0,0.0,0.0,0.0,0.0,0.0,541000.0,,,6.0,1.0,3.0,87.0,83.0,524.0,False,RI
1432,3,300791,182,Paul,Coronaviney,159,DEF,125,True,992010,Brayden,Maynard,COL,DEF,R3,992010_R3,7322.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7322,R3,2020.0,992010.0,Brayden,Maynard,CO,25.0,107.0,125.0,143.0,80.0,108.0,17.0,6.0,7.0,6.0,0.0,2.0,1.0,0.0,0.0,Full Time,seagull,%O with %k by foot... also %M and %T,guard,Starting at half back,,,,,Back,37.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.0,0.0,2.0,87.0,84.0,432.0,False,SK
1433,4,300791,182,Paul,Coronaviney,159,DEF,118,True,992010,Brayden,Maynard,COL,DEF,R4,992010_R4,7329.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7329,R4,2020.0,992010.0,Brayden,Maynard,CO,9.0,84.0,118.0,40.0,65.0,87.0,17.0,6.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,Full Time,hot,%O including %K... also %M,guard,Minding Greene,,,,,Back,37.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.0,0.0,4.0,82.0,89.0,584.0,False,WS
1434,5,300791,182,Paul,Coronaviney,159,DEF,116,True,992010,Brayden,Maynard,COL,DEF,R5,992010_R5,7338.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7338,R5,2020.0,992010.0,Brayden,Maynard,CO,9.0,76.0,116.0,93.0,61.0,87.0,9.0,15.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,Full Time,guard,%O and %M plus %T... Starting at half back,,,,,,,Back,37.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,13.0,1.0,1.0,62.0,85.0,287.0,False,ES
1435,6,300791,182,Paul,Coronaviney,159,DEF,89,True,992010,Brayden,Maynard,COL,DEF,R6,992010_R6,7347.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7347,R6,2020.0,992010.0,Brayden,Maynard,CO,13.0,71.0,89.0,95.0,50.0,75.0,15.0,5.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,Full Time,guard,%D including %K... also %T... Starting at half back,,,,,,,Back,37.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,1.0,2.0,75.0,86.0,523.0,False,HW
1436,7,300791,182,Paul,Coronaviney,159,DEF,99,True,992010,Brayden,Maynard,COL,DEF,R7,992010_R7,7355.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7355,R7,2020.0,992010.0,Brayden,Maynard,CO,9.0,56.0,99.0,39.0,41.0,57.0,9.0,4.0,2.0,4.0,0.0,2.0,1.0,0.0,0.0,Full Time,guard,%D and %M with %T... Starting at half back,,,,,,,Back,37.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,8.0,1.0,2.0,69.0,94.0,229.0,False,GE
1437,8,300791,182,Paul,Coronaviney,159,DEF,75,True,992010,Brayden,Maynard,COL,DEF,R8,992010_R8,7370.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7370,R8,2020.0,992010.0,Brayden,Maynard,CO,4.0,48.0,75.0,24.0,36.0,51.0,10.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,Full Time,guard,%P including %K... also %M and %T... Starting at half back,,,,,,,Back,37.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.0,1.0,1.0,61.0,81.0,334.0,False,WC
1438,9,300791,182,Paul,Coronaviney,159,DEF,116,True,992010,Brayden,Maynard,COL,DEF,R9,992010_R9,7381.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7381,R9,2020.0,992010.0,Brayden,Maynard,CO,14.0,86.0,116.0,37.0,71.0,96.0,19.0,5.0,8.0,0.0,0.0,1.0,2.0,0.0,0.0,Full Time,hot,%P with %k by foot... also %M,guard,Starting at half back,,,,,Back,37.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,10.0,1.0,5.0,70.0,85.0,457.0,False,FR
1439,10,300791,182,Paul,Coronaviney,159,DEF,106,True,992010,Brayden,Maynard,COL,DEF,R10,992010_R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,2,300791,182,Paul,Coronaviney,606,MID,99,True,270896,Trent,Cotchin,RIC,MID,R2,270896_R2,7310.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7310,R2,2020.0,270896.0,Trent,Cotchin,RI,14.0,86.0,99.0,57.0,64.0,93.0,14.0,9.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,Full Time,hot,%O and %M plus %T,shovel,Leading the inside midfield,501600.0,,,,Midfielder,9.0,0.0,0.0,0.0,0.0,0.0,0.0,581000.0,,,15.0,7.0,5.0,43.0,75.0,412.0,False,CO
1441,3,300791,182,Paul,Coronaviney,606,MID,85,True,270896,Trent,Cotchin,RIC,MID,R3,270896_R3,7319.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7319,R3,2020.0,270896.0,Trent,Cotchin,RI,8.0,64.0,85.0,81.0,49.0,69.0,9.0,9.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,Full Time,shovel,%P and %M plus %T... Leading the inside midfield,,,,,,,Midfielder,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,10.0,3.0,2.0,50.0,77.0,298.0,False,HW
1442,4,300791,182,Paul,Coronaviney,606,MID,113,False,270896,Trent,Cotchin,RIC,MID,R4,270896_R4,7331.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7331,R4,2020.0,270896.0,Trent,Cotchin,RI,21.0,92.0,113.0,78.0,72.0,99.0,10.0,13.0,4.0,6.0,0.0,3.0,1.0,0.0,0.0,Full Time,hot,%P and %M plus %T... helped out by %4FF,shovel,Leading the inside midfield,,,,,Midfielder,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,12.0,2.0,2.0,65.0,75.0,287.0,False,SK
1443,5,300791,182,Paul,Coronaviney,606,MID,74,True,270896,Trent,Cotchin,RIC,MID,R5,270896_R5,7344.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7344,R5,2020.0,270896.0,Trent,Cotchin,RI,9.0,56.0,74.0,48.0,42.0,60.0,6.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,Full Time,injured,Spent most of Q4 off the ground after a hamstring pull... %O and %M plus %T,shovel,Leading the inside midfield,,,,,Midfielder,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,8.0,3.0,2.0,71.0,57.0,191.0,True,ME
1444,6,300791,182,Paul,Coronaviney,606,MID,0,False,270896,Trent,Cotchin,RIC,MID,R6,270896_R6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,7,300791,182,Paul,Coronaviney,606,MID,0,False,270896,Trent,Cotchin,RIC,MID,R7,270896_R7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,8,300791,182,Paul,Coronaviney,606,MID,0,False,270896,Trent,Cotchin,RIC,MID,R8,270896_R8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,9,300791,182,Paul,Coronaviney,606,MID,106,True,270896,Trent,Cotchin,RIC,MID,R9,270896_R9,7373.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7373,R9,2020.0,270896.0,Trent,Cotchin,RI,19.0,70.0,106.0,63.0,53.0,75.0,7.0,10.0,2.0,6.0,0.0,2.0,1.0,0.0,0.0,Full Time,shovel,%P and %M plus %T... Leading the inside midfield,,,,,,,Midfielder,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,11.0,3.0,5.0,82.0,65.0,147.0,False,WB
1448,10,300791,182,Paul,Coronaviney,606,MID,67,True,270896,Trent,Cotchin,RIC,MID,R10,270896_R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,2,300791,182,Paul,Coronaviney,593,MID,0,False,294318,Ollie,Wines,PTA,MID,R2,294318_R2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,3,300791,182,Paul,Coronaviney,593,MID,107,True,294318,Ollie,Wines,PTA,MID,R3,294318_R3,7327.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7327,R3,2020.0,294318.0,Ollie,Wines,PA,20.0,86.0,107.0,55.0,69.0,96.0,13.0,12.0,2.0,3.0,0.0,2.0,1.0,1.0,0.0,Full Time,hot,%O and %M plus %T... %s as well,shovel,Playing inside midfield,,,,,Midfielder,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,14.0,6.0,6.0,48.0,74.0,324.0,False,FR
1451,4,300791,182,Paul,Coronaviney,593,MID,72,True,294318,Ollie,Wines,PTA,MID,R4,294318_R4,7330.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7330,R4,2020.0,294318.0,Ollie,Wines,PA,3.0,50.0,72.0,62.0,41.0,55.0,7.0,7.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,Full Time,shovel,%P and %M plus %s... Playing inside midfield,,,,,,,Midfielder,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,3.0,0.0,92.0,76.0,182.0,False,WC
1452,5,300791,182,Paul,Coronaviney,593,MID,67,True,294318,Ollie,Wines,PTA,MID,R5,294318_R5,7342.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7342,R5,2020.0,294318.0,Ollie,Wines,PA,4.0,53.0,67.0,50.0,43.0,60.0,4.0,10.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,Full Time,shovel,%P with %b by hand... also %M and %T... Playing inside midfield,,,,,,,Midfielder,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,2.0,1.0,64.0,76.0,133.0,False,BL
1453,6,300791,182,Paul,Coronaviney,593,MID,85,True,294318,Ollie,Wines,PTA,MID,R6,294318_R6,7352.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7352,R6,2020.0,294318.0,Ollie,Wines,PA,13.0,67.0,85.0,83.0,54.0,77.0,7.0,13.0,1.0,4.0,0.0,2.0,1.0,0.0,2.0,Full Time,shovel,%P and %T plus %s... Playing inside midfield,,,,,,,Midfielder,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.0,6.0,2.0,65.0,75.0,249.0,False,WS
1454,7,300791,182,Paul,Coronaviney,593,MID,104,True,294318,Ollie,Wines,PTA,MID,R7,294318_R7,7360.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7360,R7,2020.0,294318.0,Ollie,Wines,PA,9.0,63.0,104.0,42.0,54.0,75.0,9.0,11.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,Full Time,shovel,%D and %M... Playing inside midfield,,,,,,,Midfielder,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,7.0,2.0,4.0,75.0,71.0,315.0,False,CA
1455,8,300791,182,Paul,Coronaviney,593,MID,100,True,294318,Ollie,Wines,PTA,MID,R8,294318_R8,7368.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7368,R8,2020.0,294318.0,Ollie,Wines,PA,12.0,67.0,100.0,88.0,46.0,67.0,11.0,6.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,Full Time,shovel,%P and %T plus %s... Playing inside midfield,,,,,,,Midfielder,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,7.0,5.0,1.0,47.0,76.0,266.0,False,SK
1456,9,300791,182,Paul,Coronaviney,593,MID,143,True,294318,Ollie,Wines,PTA,MID,R9,294318_R9,7374.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7374,R9,2020.0,294318.0,Ollie,Wines,PA,19.0,76.0,143.0,61.0,63.0,90.0,7.0,18.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,Full Time,shovel,%P including %B... also %T... and kicked %s... Playing inside midfield,,,,,,,Midfielder,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,11.0,4.0,2.0,84.0,64.0,254.0,False,ME
1457,10,300791,182,Paul,Coronaviney,593,MID,70,True,294318,Ollie,Wines,PTA,MID,R10,294318_R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,2,300791,182,Paul,Coronaviney,227,FWD,0,False,296294,Blake,Acres,FRE,FWD MID,R2,296294_R2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,4,300791,182,Paul,Coronaviney,227,FWD,0,False,296294,Blake,Acres,FRE,FWD MID,R4,296294_R4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,5,300791,182,Paul,Coronaviney,227,FWD,0,False,296294,Blake,Acres,FRE,FWD MID,R5,296294_R5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
