,round,coach_id,coach_team_id,coach_first_name,coach_team_name,player_id,played_position,points,on_field,feed_id,first_name,last_name,team,position,round_number_alt,source
1805,10.0,21562.0,186.0,Mark,GetRichOrDieTryin,574.0,DEF,66.0,True,994295,Dan,Houston,PTA,DEF MID,R10,Trade
1806,11.0,21562.0,186.0,Mark,GetRichOrDieTryin,574.0,DEF,108.0,True,994295,Dan,Houston,PTA,DEF MID,R11,Trade
1807,12.0,21562.0,186.0,Mark,GetRichOrDieTryin,574.0,DEF,77.0,True,994295,Dan,Houston,PTA,DEF MID,R12,Trade
1808,13.0,21562.0,186.0,Mark,GetRichOrDieTryin,574.0,DEF,0.0,False,994295,Dan,Houston,PTA,DEF MID,R13,Trade
1809,14.0,21562.0,186.0,Mark,GetRichOrDieTryin,574.0,DEF,0.0,False,994295,Dan,Houston,PTA,DEF MID,R14,Trade
1810,1.0,8258.0,9856.0,Simon,It's always Sonny,471.0,MID,77.0,True,297899,James,Harmes,MEL,MID,R1,Draft
1811,2.0,8258.0,9856.0,Simon,It's always Sonny,471.0,MID,61.0,True,297899,James,Harmes,MEL,MID,R2,Draft
1812,1.0,8258.0,9856.0,Simon,It's always Sonny,455.0,DEF,70.0,True,297566,James,Sicily,HAW,DEF,R1,Draft
1813,2.0,8258.0,9856.0,Simon,It's always Sonny,455.0,DEF,96.0,True,297566,James,Sicily,HAW,DEF,R2,Draft
1814,3.0,8258.0,9856.0,Simon,It's always Sonny,455.0,DEF,128.0,True,297566,James,Sicily,HAW,DEF,R3,Draft
1815,4.0,8258.0,9856.0,Simon,It's always Sonny,455.0,DEF,114.0,True,297566,James,Sicily,HAW,DEF,R4,Draft
1816,5.0,8258.0,9856.0,Simon,It's always Sonny,455.0,DEF,44.0,True,297566,James,Sicily,HAW,DEF,R5,Draft
1817,6.0,8258.0,9856.0,Simon,It's always Sonny,455.0,DEF,132.0,True,297566,James,Sicily,HAW,DEF,R6,Draft
1818,7.0,10857.0,189.0,Anthony,The Full Bonty,455.0,DEF,149.0,True,297566,James,Sicily,HAW,DEF,R7,Trade
1819,8.0,10857.0,189.0,Anthony,The Full Bonty,455.0,DEF,164.0,True,297566,James,Sicily,HAW,DEF,R8,Trade
1820,9.0,10857.0,189.0,Anthony,The Full Bonty,455.0,DEF,88.0,True,297566,James,Sicily,HAW,DEF,R9,Trade
1821,10.0,10857.0,189.0,Anthony,The Full Bonty,455.0,DEF,0.0,False,297566,James,Sicily,HAW,DEF,R10,Trade
1822,11.0,10857.0,189.0,Anthony,The Full Bonty,455.0,DEF,97.0,True,297566,James,Sicily,HAW,DEF,R11,Trade
1823,12.0,10857.0,189.0,Anthony,The Full Bonty,455.0,DEF,50.0,True,297566,James,Sicily,HAW,DEF,R12,Trade
1824,1.0,8258.0,9856.0,Simon,It's always Sonny,635.0,DEF,55.0,True,1002583,Sydney,Stack,RIC,DEF,R1,Draft
1825,2.0,8258.0,9856.0,Simon,It's always Sonny,635.0,DEF,38.0,False,1002583,Sydney,Stack,RIC,DEF,R2,Draft
1826,1.0,8258.0,9856.0,Simon,It's always Sonny,51.0,MID,52.0,True,998133,Jarrod,Berry,BRL,MID,R1,Draft
1827,4.0,10857.0,189.0,Anthony,The Full Bonty,51.0,MID,150.0,False,998133,Jarrod,Berry,BRL,MID,R4,Free Agent
1828,5.0,10857.0,189.0,Anthony,The Full Bonty,51.0,MID,121.0,True,998133,Jarrod,Berry,BRL,MID,R5,Free Agent
1829,6.0,10857.0,189.0,Anthony,The Full Bonty,51.0,MID,87.0,True,998133,Jarrod,Berry,BRL,MID,R6,Free Agent
1830,7.0,10857.0,189.0,Anthony,The Full Bonty,51.0,MID,81.0,True,998133,Jarrod,Berry,BRL,MID,R7,Free Agent
1831,8.0,10857.0,189.0,Anthony,The Full Bonty,51.0,MID,97.0,True,998133,Jarrod,Berry,BRL,MID,R8,Free Agent
1832,9.0,10857.0,189.0,Anthony,The Full Bonty,51.0,MID,124.0,True,998133,Jarrod,Berry,BRL,MID,R9,Free Agent
1833,10.0,10857.0,189.0,Anthony,The Full Bonty,51.0,MID,78.0,True,998133,Jarrod,Berry,BRL,MID,R10,Free Agent
1834,11.0,10857.0,189.0,Anthony,The Full Bonty,51.0,MID,71.0,True,998133,Jarrod,Berry,BRL,MID,R11,Free Agent
1835,12.0,10857.0,189.0,Anthony,The Full Bonty,51.0,MID,67.0,True,998133,Jarrod,Berry,BRL,MID,R12,Free Agent
1836,13.0,10857.0,189.0,Anthony,The Full Bonty,51.0,MID,133.0,True,998133,Jarrod,Berry,BRL,MID,R13,Free Agent
1837,14.0,10857.0,189.0,Anthony,The Full Bonty,51.0,MID,0.0,False,998133,Jarrod,Berry,BRL,MID,R14,Free Agent
1838,1.0,8258.0,9856.0,Simon,It's always Sonny,116.0,DEF,39.0,True,297907,Nic,Newman,CAR,DEF,R1,Draft
1839,1.0,8258.0,9856.0,Simon,It's always Sonny,548.0,FWD,19.0,True,280944,Jack,Ziebell,NTH,FWD MID,R1,Draft
1840,2.0,8258.0,9856.0,Simon,It's always Sonny,548.0,FWD,89.0,True,280944,Jack,Ziebell,NTH,FWD MID,R2,Draft
1841,3.0,8258.0,9856.0,Simon,It's always Sonny,548.0,FWD,99.0,True,280944,Jack,Ziebell,NTH,FWD MID,R3,Draft
1842,4.0,8258.0,9856.0,Simon,It's always Sonny,548.0,FWD,20.0,True,280944,Jack,Ziebell,NTH,FWD MID,R4,Draft
1843,7.0,10857.0,189.0,Anthony,The Full Bonty,548.0,FWD,0.0,True,280944,Jack,Ziebell,NTH,FWD MID,R7,Free Agent
1844,1.0,8258.0,9856.0,Simon,It's always Sonny,495.0,DEF,0.0,False,296359,Christian,Salem,MEL,DEF,R1,Draft
1845,2.0,8258.0,9856.0,Simon,It's always Sonny,495.0,DEF,94.0,True,296359,Christian,Salem,MEL,DEF,R2,Draft
1846,3.0,8258.0,9856.0,Simon,It's always Sonny,495.0,DEF,0.0,False,296359,Christian,Salem,MEL,DEF,R3,Draft
1847,4.0,8258.0,9856.0,Simon,It's always Sonny,495.0,DEF,51.0,True,296359,Christian,Salem,MEL,DEF,R4,Draft
1848,5.0,8258.0,9856.0,Simon,It's always Sonny,495.0,DEF,82.0,True,296359,Christian,Salem,MEL,DEF,R5,Draft
1849,6.0,8258.0,9856.0,Simon,It's always Sonny,495.0,DEF,101.0,True,296359,Christian,Salem,MEL,DEF,R6,Draft
1850,7.0,8258.0,9856.0,Simon,It's always Sonny,495.0,DEF,68.0,True,296359,Christian,Salem,MEL,DEF,R7,Draft
1851,8.0,71052.0,9867.0,James,Bad Boys For Fyfe,495.0,DEF,91.0,True,296359,Christian,Salem,MEL,DEF,R8,Trade
1852,9.0,71052.0,9867.0,James,Bad Boys For Fyfe,495.0,DEF,102.0,True,296359,Christian,Salem,MEL,DEF,R9,Trade
1853,10.0,71052.0,9867.0,James,Bad Boys For Fyfe,495.0,DEF,84.0,True,296359,Christian,Salem,MEL,DEF,R10,Trade
1854,11.0,71052.0,9867.0,James,Bad Boys For Fyfe,495.0,DEF,66.0,True,296359,Christian,Salem,MEL,DEF,R11,Trade
1855,12.0,71052.0,9867.0,James,Bad Boys For Fyfe,495.0,DEF,102.0,True,296359,Christian,Salem,MEL,DEF,R12,Trade
1856,13.0,71052.0,9867.0,James,Bad Boys For Fyfe,495.0,DEF,86.0,True,296359,Christian,Salem,MEL,DEF,R13,Trade
1857,14.0,71052.0,9867.0,James,Bad Boys For Fyfe,495.0,DEF,116.0,False,296359,Christian,Salem,MEL,DEF,R14,Trade
1858,1.0,8258.0,9856.0,Simon,It's always Sonny,577.0,DEF,38.0,False,293987,Jarrod,Lienert,PTA,DEF,R1,Draft
1859,1.0,8258.0,9856.0,Simon,It's always Sonny,289.0,MID,71.0,False,993799,Brayden,Fiorini,GCS,MID,R1,Draft
1860,1.0,8258.0,9856.0,Simon,It's always Sonny,356.0,FWD,0.0,False,298419,Brandan,Parfitt,GEE,FWD MID,R1,Draft
1861,2.0,21562.0,186.0,Mark,GetRichOrDieTryin,356.0,FWD,114.0,False,298419,Brandan,Parfitt,GEE,FWD MID,R2,Free Agent
1862,3.0,21562.0,186.0,Mark,GetRichOrDieTryin,356.0,FWD,0.0,False,298419,Brandan,Parfitt,GEE,FWD MID,R3,Free Agent
1863,4.0,21562.0,186.0,Mark,GetRichOrDieTryin,356.0,FWD,104.0,True,298419,Brandan,Parfitt,GEE,FWD MID,R4,Free Agent
1864,5.0,21562.0,186.0,Mark,GetRichOrDieTryin,356.0,FWD,98.0,True,298419,Brandan,Parfitt,GEE,FWD MID,R5,Free Agent
1865,6.0,21562.0,186.0,Mark,GetRichOrDieTryin,356.0,FWD,79.0,True,298419,Brandan,Parfitt,GEE,FWD MID,R6,Free Agent
1866,7.0,21562.0,186.0,Mark,GetRichOrDieTryin,356.0,FWD,68.0,True,298419,Brandan,Parfitt,GEE,FWD MID,R7,Free Agent
1867,8.0,21562.0,186.0,Mark,GetRichOrDieTryin,356.0,FWD,99.0,True,298419,Brandan,Parfitt,GEE,FWD MID,R8,Free Agent
1868,9.0,21562.0,186.0,Mark,GetRichOrDieTryin,356.0,MID,52.0,True,298419,Brandan,Parfitt,GEE,FWD MID,R9,Free Agent
1869,10.0,21562.0,186.0,Mark,GetRichOrDieTryin,356.0,FWD,0.0,False,298419,Brandan,Parfitt,GEE,FWD MID,R10,Free Agent
1870,11.0,21562.0,186.0,Mark,GetRichOrDieTryin,356.0,FWD,76.0,True,298419,Brandan,Parfitt,GEE,FWD MID,R11,Free Agent
1871,12.0,21562.0,186.0,Mark,GetRichOrDieTryin,356.0,FWD,76.0,True,298419,Brandan,Parfitt,GEE,FWD MID,R12,Free Agent
1872,13.0,21562.0,186.0,Mark,GetRichOrDieTryin,356.0,FWD,97.0,True,298419,Brandan,Parfitt,GEE,FWD MID,R13,Free Agent
1873,14.0,21562.0,186.0,Mark,GetRichOrDieTryin,356.0,FWD,76.0,True,298419,Brandan,Parfitt,GEE,FWD MID,R14,Free Agent
1874,2.0,45168.0,5524.0,Luke,The Dragon's Laird,534.0,MID,120.0,True,290738,Jared,Polec,NTH,MID,R2,Draft
1875,3.0,45168.0,5524.0,Luke,The Dragon's Laird,534.0,MID,72.0,True,290738,Jared,Polec,NTH,MID,R3,Draft
1876,4.0,45168.0,5524.0,Luke,The Dragon's Laird,534.0,MID,94.0,True,290738,Jared,Polec,NTH,MID,R4,Draft
1877,5.0,45168.0,5524.0,Luke,The Dragon's Laird,534.0,MID,80.0,False,290738,Jared,Polec,NTH,MID,R5,Draft
1878,6.0,45168.0,5524.0,Luke,The Dragon's Laird,534.0,MID,81.0,True,290738,Jared,Polec,NTH,MID,R6,Draft
1879,7.0,45168.0,5524.0,Luke,The Dragon's Laird,534.0,MID,55.0,True,290738,Jared,Polec,NTH,MID,R7,Draft
1880,8.0,45168.0,5524.0,Luke,The Dragon's Laird,534.0,MID,136.0,True,290738,Jared,Polec,NTH,MID,R8,Draft
1881,9.0,45168.0,5524.0,Luke,The Dragon's Laird,534.0,MID,0.0,False,290738,Jared,Polec,NTH,MID,R9,Draft
1882,10.0,45168.0,5524.0,Luke,The Dragon's Laird,534.0,MID,71.0,True,290738,Jared,Polec,NTH,MID,R10,Draft
1883,11.0,45168.0,5524.0,Luke,The Dragon's Laird,534.0,MID,83.0,True,290738,Jared,Polec,NTH,MID,R11,Draft
1884,2.0,45168.0,5524.0,Luke,The Dragon's Laird,217.0,DEF,94.0,True,1001026,Jordan,Ridley,ESS,DEF,R2,Draft
1885,3.0,45168.0,5524.0,Luke,The Dragon's Laird,217.0,DEF,0.0,False,1001026,Jordan,Ridley,ESS,DEF,R3,Draft
1886,4.0,45168.0,5524.0,Luke,The Dragon's Laird,217.0,DEF,134.0,True,1001026,Jordan,Ridley,ESS,DEF,R4,Draft
1887,5.0,45168.0,5524.0,Luke,The Dragon's Laird,217.0,DEF,122.0,True,1001026,Jordan,Ridley,ESS,DEF,R5,Draft
1888,6.0,45168.0,5524.0,Luke,The Dragon's Laird,217.0,DEF,111.0,True,1001026,Jordan,Ridley,ESS,DEF,R6,Draft
1889,7.0,45168.0,5524.0,Luke,The Dragon's Laird,217.0,DEF,92.0,True,1001026,Jordan,Ridley,ESS,DEF,R7,Draft
1890,8.0,45168.0,5524.0,Luke,The Dragon's Laird,217.0,DEF,114.0,True,1001026,Jordan,Ridley,ESS,DEF,R8,Draft
1891,9.0,45168.0,5524.0,Luke,The Dragon's Laird,217.0,DEF,88.0,True,1001026,Jordan,Ridley,ESS,DEF,R9,Draft
1892,10.0,45168.0,5524.0,Luke,The Dragon's Laird,217.0,DEF,101.0,True,1001026,Jordan,Ridley,ESS,DEF,R10,Draft
1893,11.0,45168.0,5524.0,Luke,The Dragon's Laird,217.0,DEF,124.0,True,1001026,Jordan,Ridley,ESS,DEF,R11,Draft
1894,12.0,45168.0,5524.0,Luke,The Dragon's Laird,217.0,DEF,70.0,True,1001026,Jordan,Ridley,ESS,DEF,R12,Draft
1895,13.0,45168.0,5524.0,Luke,The Dragon's Laird,217.0,DEF,115.0,True,1001026,Jordan,Ridley,ESS,DEF,R13,Draft
1896,14.0,45168.0,5524.0,Luke,The Dragon's Laird,217.0,DEF,76.0,True,1001026,Jordan,Ridley,ESS,DEF,R14,Draft
1897,2.0,45168.0,5524.0,Luke,The Dragon's Laird,411.0,MID,0.0,False,998172,Tim,Taranto,GWS,MID,R2,Free Agent
1898,3.0,45168.0,5524.0,Luke,The Dragon's Laird,411.0,MID,0.0,False,998172,Tim,Taranto,GWS,MID,R3,Free Agent
1899,4.0,45168.0,5524.0,Luke,The Dragon's Laird,411.0,MID,0.0,False,998172,Tim,Taranto,GWS,MID,R4,Free Agent
1900,5.0,45168.0,5524.0,Luke,The Dragon's Laird,411.0,MID,0.0,False,998172,Tim,Taranto,GWS,MID,R5,Free Agent
1901,6.0,45168.0,5524.0,Luke,The Dragon's Laird,411.0,MID,0.0,False,998172,Tim,Taranto,GWS,MID,R6,Free Agent
1902,7.0,45168.0,5524.0,Luke,The Dragon's Laird,411.0,MID,81.0,True,998172,Tim,Taranto,GWS,MID,R7,Free Agent
1903,8.0,45168.0,5524.0,Luke,The Dragon's Laird,411.0,MID,111.0,True,998172,Tim,Taranto,GWS,MID,R8,Free Agent
1904,9.0,45168.0,5524.0,Luke,The Dragon's Laird,411.0,MID,126.0,True,998172,Tim,Taranto,GWS,MID,R9,Free Agent
1905,10.0,45168.0,5524.0,Luke,The Dragon's Laird,411.0,MID,92.0,True,998172,Tim,Taranto,GWS,MID,R10,Free Agent
1906,11.0,45168.0,5524.0,Luke,The Dragon's Laird,411.0,MID,0.0,False,998172,Tim,Taranto,GWS,MID,R11,Free Agent
1907,12.0,45168.0,5524.0,Luke,The Dragon's Laird,411.0,MID,69.0,True,998172,Tim,Taranto,GWS,MID,R12,Free Agent
1908,13.0,45168.0,5524.0,Luke,The Dragon's Laird,411.0,MID,61.0,True,998172,Tim,Taranto,GWS,MID,R13,Free Agent
1909,14.0,45168.0,5524.0,Luke,The Dragon's Laird,411.0,MID,107.0,True,998172,Tim,Taranto,GWS,MID,R14,Free Agent
1910,2.0,45168.0,5524.0,Luke,The Dragon's Laird,665.0,FWD,41.0,False,993917,Ben,Long,STK,FWD,R2,Draft
1911,12.0,300791.0,182.0,Paul,Coronaviney,665.0,FWD,56.0,True,993917,Ben,Long,STK,FWD,R12,Free Agent
1912,2.0,180650.0,33301.0,Jordan,"What's Up, Doch?",660.0,MID,127.0,True,991988,Zak,Jones,STK,MID,R2,Draft
1913,3.0,180650.0,33301.0,Jordan,"What's Up, Doch?",660.0,MID,66.0,True,991988,Zak,Jones,STK,MID,R3,Draft
1914,4.0,180650.0,33301.0,Jordan,"What's Up, Doch?",660.0,MID,45.0,True,991988,Zak,Jones,STK,MID,R4,Draft
1915,5.0,180650.0,33301.0,Jordan,"What's Up, Doch?",660.0,MID,0.0,False,991988,Zak,Jones,STK,MID,R5,Draft
1916,6.0,180650.0,33301.0,Jordan,"What's Up, Doch?",660.0,MID,104.0,False,991988,Zak,Jones,STK,MID,R6,Draft
1917,7.0,180650.0,33301.0,Jordan,"What's Up, Doch?",660.0,MID,80.0,True,991988,Zak,Jones,STK,MID,R7,Draft
1918,8.0,180650.0,33301.0,Jordan,"What's Up, Doch?",660.0,MID,90.0,True,991988,Zak,Jones,STK,MID,R8,Draft
1919,9.0,180650.0,33301.0,Jordan,"What's Up, Doch?",660.0,MID,123.0,False,991988,Zak,Jones,STK,MID,R9,Draft
1920,10.0,180650.0,33301.0,Jordan,"What's Up, Doch?",660.0,MID,59.0,True,991988,Zak,Jones,STK,MID,R10,Draft
1921,11.0,180650.0,33301.0,Jordan,"What's Up, Doch?",660.0,MID,0.0,False,991988,Zak,Jones,STK,MID,R11,Draft
1922,12.0,180650.0,33301.0,Jordan,"What's Up, Doch?",660.0,MID,103.0,True,991988,Zak,Jones,STK,MID,R12,Draft
1923,13.0,180650.0,33301.0,Jordan,"What's Up, Doch?",660.0,MID,97.0,True,991988,Zak,Jones,STK,MID,R13,Draft
1924,14.0,180650.0,33301.0,Jordan,"What's Up, Doch?",660.0,MID,93.0,True,991988,Zak,Jones,STK,MID,R14,Draft
1925,2.0,180650.0,33301.0,Jordan,"What's Up, Doch?",454.0,MID,20.0,False,280737,Liam,Shiels,HAW,MID,R2,Draft
1926,9.0,21562.0,186.0,Mark,GetRichOrDieTryin,454.0,MID,107.0,True,280737,Liam,Shiels,HAW,MID,R9,Free Agent
1927,11.0,21562.0,186.0,Mark,GetRichOrDieTryin,454.0,MID,40.0,True,280737,Liam,Shiels,HAW,MID,R11,Waiver
1928,2.0,300791.0,182.0,Paul,Coronaviney,159.0,DEF,105.0,True,992010,Brayden,Maynard,COL,DEF,R2,Waiver
1929,3.0,300791.0,182.0,Paul,Coronaviney,159.0,DEF,125.0,True,992010,Brayden,Maynard,COL,DEF,R3,Waiver
1930,4.0,300791.0,182.0,Paul,Coronaviney,159.0,DEF,118.0,True,992010,Brayden,Maynard,COL,DEF,R4,Waiver
1931,5.0,300791.0,182.0,Paul,Coronaviney,159.0,DEF,116.0,True,992010,Brayden,Maynard,COL,DEF,R5,Waiver
1932,6.0,300791.0,182.0,Paul,Coronaviney,159.0,DEF,89.0,True,992010,Brayden,Maynard,COL,DEF,R6,Waiver
1933,7.0,300791.0,182.0,Paul,Coronaviney,159.0,DEF,99.0,True,992010,Brayden,Maynard,COL,DEF,R7,Waiver
1934,8.0,300791.0,182.0,Paul,Coronaviney,159.0,DEF,75.0,True,992010,Brayden,Maynard,COL,DEF,R8,Waiver
1935,9.0,300791.0,182.0,Paul,Coronaviney,159.0,DEF,116.0,True,992010,Brayden,Maynard,COL,DEF,R9,Waiver
1936,10.0,300791.0,182.0,Paul,Coronaviney,159.0,DEF,106.0,True,992010,Brayden,Maynard,COL,DEF,R10,Waiver
1937,11.0,300791.0,182.0,Paul,Coronaviney,159.0,DEF,101.0,True,992010,Brayden,Maynard,COL,DEF,R11,Waiver
1938,12.0,300791.0,182.0,Paul,Coronaviney,159.0,DEF,60.0,True,992010,Brayden,Maynard,COL,DEF,R12,Waiver
1939,13.0,300791.0,182.0,Paul,Coronaviney,159.0,DEF,136.0,True,992010,Brayden,Maynard,COL,DEF,R13,Waiver
1940,14.0,300791.0,182.0,Paul,Coronaviney,159.0,DEF,88.0,True,992010,Brayden,Maynard,COL,DEF,R14,Waiver
1941,2.0,300791.0,182.0,Paul,Coronaviney,606.0,MID,99.0,True,270896,Trent,Cotchin,RIC,MID,R2,Free Agent
1942,3.0,300791.0,182.0,Paul,Coronaviney,606.0,MID,85.0,True,270896,Trent,Cotchin,RIC,MID,R3,Free Agent
1943,4.0,300791.0,182.0,Paul,Coronaviney,606.0,MID,113.0,False,270896,Trent,Cotchin,RIC,MID,R4,Free Agent
1944,5.0,300791.0,182.0,Paul,Coronaviney,606.0,MID,74.0,True,270896,Trent,Cotchin,RIC,MID,R5,Free Agent
1945,6.0,300791.0,182.0,Paul,Coronaviney,606.0,MID,0.0,False,270896,Trent,Cotchin,RIC,MID,R6,Free Agent
1946,7.0,300791.0,182.0,Paul,Coronaviney,606.0,MID,0.0,False,270896,Trent,Cotchin,RIC,MID,R7,Free Agent
1947,8.0,300791.0,182.0,Paul,Coronaviney,606.0,MID,0.0,False,270896,Trent,Cotchin,RIC,MID,R8,Free Agent
1948,9.0,300791.0,182.0,Paul,Coronaviney,606.0,MID,106.0,True,270896,Trent,Cotchin,RIC,MID,R9,Free Agent
1949,10.0,300791.0,182.0,Paul,Coronaviney,606.0,MID,67.0,True,270896,Trent,Cotchin,RIC,MID,R10,Free Agent
1950,11.0,300791.0,182.0,Paul,Coronaviney,606.0,MID,0.0,False,270896,Trent,Cotchin,RIC,MID,R11,Free Agent
1951,12.0,300791.0,182.0,Paul,Coronaviney,606.0,MID,114.0,True,270896,Trent,Cotchin,RIC,MID,R12,Free Agent
1952,13.0,300791.0,182.0,Paul,Coronaviney,606.0,MID,33.0,True,270896,Trent,Cotchin,RIC,MID,R13,Free Agent
1953,14.0,300791.0,182.0,Paul,Coronaviney,606.0,MID,99.0,True,270896,Trent,Cotchin,RIC,MID,R14,Free Agent
1954,2.0,300791.0,182.0,Paul,Coronaviney,593.0,MID,0.0,False,294318,Ollie,Wines,PTA,MID,R2,Waiver
1955,3.0,300791.0,182.0,Paul,Coronaviney,593.0,MID,107.0,True,294318,Ollie,Wines,PTA,MID,R3,Waiver
1956,4.0,300791.0,182.0,Paul,Coronaviney,593.0,MID,72.0,True,294318,Ollie,Wines,PTA,MID,R4,Waiver
1957,5.0,300791.0,182.0,Paul,Coronaviney,593.0,MID,67.0,True,294318,Ollie,Wines,PTA,MID,R5,Waiver
1958,6.0,300791.0,182.0,Paul,Coronaviney,593.0,MID,85.0,True,294318,Ollie,Wines,PTA,MID,R6,Waiver
1959,7.0,300791.0,182.0,Paul,Coronaviney,593.0,MID,104.0,True,294318,Ollie,Wines,PTA,MID,R7,Waiver
1960,8.0,300791.0,182.0,Paul,Coronaviney,593.0,MID,100.0,True,294318,Ollie,Wines,PTA,MID,R8,Waiver
1961,9.0,300791.0,182.0,Paul,Coronaviney,593.0,MID,143.0,True,294318,Ollie,Wines,PTA,MID,R9,Waiver
1962,10.0,300791.0,182.0,Paul,Coronaviney,593.0,MID,70.0,True,294318,Ollie,Wines,PTA,MID,R10,Waiver
1963,11.0,300791.0,182.0,Paul,Coronaviney,593.0,MID,189.0,True,294318,Ollie,Wines,PTA,MID,R11,Waiver
1964,12.0,300791.0,182.0,Paul,Coronaviney,593.0,MID,83.0,True,294318,Ollie,Wines,PTA,MID,R12,Waiver
1965,13.0,300791.0,182.0,Paul,Coronaviney,593.0,MID,106.0,True,294318,Ollie,Wines,PTA,MID,R13,Waiver
1966,14.0,300791.0,182.0,Paul,Coronaviney,593.0,MID,133.0,True,294318,Ollie,Wines,PTA,MID,R14,Waiver
1967,2.0,300791.0,182.0,Paul,Coronaviney,227.0,FWD,0.0,False,296294,Blake,Acres,FRE,FWD MID,R2,Waiver
1968,4.0,300791.0,182.0,Paul,Coronaviney,227.0,FWD,0.0,False,296294,Blake,Acres,FRE,FWD MID,R4,Free Agent
1969,5.0,300791.0,182.0,Paul,Coronaviney,227.0,FWD,0.0,False,296294,Blake,Acres,FRE,FWD MID,R5,Free Agent
1970,6.0,300791.0,182.0,Paul,Coronaviney,227.0,FWD,46.0,True,296294,Blake,Acres,FRE,FWD MID,R6,Free Agent
1971,8.0,71052.0,9867.0,James,Bad Boys For Fyfe,227.0,FWD,28.0,True,296294,Blake,Acres,FRE,FWD MID,R8,Free Agent
1972,2.0,21562.0,186.0,Mark,GetRichOrDieTryin,8.0,DEF,39.0,True,1000932,Tom,Doedee,ADE,DEF,R2,Free Agent
1973,4.0,180650.0,33301.0,Jordan,"What's Up, Doch?",8.0,DEF,48.0,True,1000932,Tom,Doedee,ADE,DEF,R4,Free Agent
1974,6.0,86078.0,9806.0,Lester,HoweIMetYourMother,8.0,DEF,105.0,True,1000932,Tom,Doedee,ADE,DEF,R6,Free Agent
1975,7.0,86078.0,9806.0,Lester,HoweIMetYourMother,8.0,DEF,124.0,True,1000932,Tom,Doedee,ADE,DEF,R7,Free Agent
1976,8.0,86078.0,9806.0,Lester,HoweIMetYourMother,8.0,DEF,31.0,True,1000932,Tom,Doedee,ADE,DEF,R8,Free Agent
1977,9.0,86078.0,9806.0,Lester,HoweIMetYourMother,8.0,DEF,0.0,False,1000932,Tom,Doedee,ADE,DEF,R9,Free Agent
1978,10.0,86078.0,9806.0,Lester,HoweIMetYourMother,8.0,DEF,89.0,True,1000932,Tom,Doedee,ADE,DEF,R10,Free Agent
1979,11.0,86078.0,9806.0,Lester,HoweIMetYourMother,8.0,DEF,102.0,True,1000932,Tom,Doedee,ADE,DEF,R11,Free Agent
1980,2.0,8258.0,9856.0,Simon,It's always Sonny,481.0,MID,90.0,True,298264,Ed,Langdon,MEL,MID,R2,Waiver
1981,3.0,8258.0,9856.0,Simon,It's always Sonny,481.0,MID,0.0,False,298264,Ed,Langdon,MEL,MID,R3,Waiver
1982,4.0,8258.0,9856.0,Simon,It's always Sonny,481.0,MID,79.0,True,298264,Ed,Langdon,MEL,MID,R4,Waiver
1983,5.0,8258.0,9856.0,Simon,It's always Sonny,481.0,MID,69.0,True,298264,Ed,Langdon,MEL,MID,R5,Waiver
1984,6.0,8258.0,9856.0,Simon,It's always Sonny,481.0,MID,87.0,True,298264,Ed,Langdon,MEL,MID,R6,Waiver
1985,7.0,8258.0,9856.0,Simon,It's always Sonny,481.0,MID,82.0,False,298264,Ed,Langdon,MEL,MID,R7,Waiver
1986,8.0,71052.0,9867.0,James,Bad Boys For Fyfe,481.0,MID,79.0,True,298264,Ed,Langdon,MEL,MID,R8,Trade
1987,9.0,71052.0,9867.0,James,Bad Boys For Fyfe,481.0,MID,75.0,False,298264,Ed,Langdon,MEL,MID,R9,Trade
1988,10.0,71052.0,9867.0,James,Bad Boys For Fyfe,481.0,MID,77.0,True,298264,Ed,Langdon,MEL,MID,R10,Trade
1989,11.0,71052.0,9867.0,James,Bad Boys For Fyfe,481.0,MID,86.0,True,298264,Ed,Langdon,MEL,MID,R11,Trade
1990,12.0,71052.0,9867.0,James,Bad Boys For Fyfe,481.0,MID,138.0,False,298264,Ed,Langdon,MEL,MID,R12,Trade
1991,13.0,71052.0,9867.0,James,Bad Boys For Fyfe,481.0,MID,88.0,True,298264,Ed,Langdon,MEL,MID,R13,Trade
1992,14.0,71052.0,9867.0,James,Bad Boys For Fyfe,481.0,MID,120.0,True,298264,Ed,Langdon,MEL,MID,R14,Trade
1993,2.0,8258.0,9856.0,Simon,It's always Sonny,797.0,RUC,85.0,True,271045,Nic,Naitanui,WCE,RUC,R2,Waiver
1994,3.0,8258.0,9856.0,Simon,It's always Sonny,797.0,RUC,137.0,True,271045,Nic,Naitanui,WCE,RUC,R3,Waiver
1995,4.0,8258.0,9856.0,Simon,It's always Sonny,797.0,RUC,74.0,True,271045,Nic,Naitanui,WCE,RUC,R4,Waiver
1996,5.0,8258.0,9856.0,Simon,It's always Sonny,797.0,RUC,107.0,False,271045,Nic,Naitanui,WCE,RUC,R5,Waiver
1997,6.0,8258.0,9856.0,Simon,It's always Sonny,797.0,RUC,85.0,False,271045,Nic,Naitanui,WCE,RUC,R6,Waiver
1998,7.0,8258.0,9856.0,Simon,It's always Sonny,797.0,RUC,87.0,False,271045,Nic,Naitanui,WCE,RUC,R7,Waiver
1999,8.0,71052.0,9867.0,James,Bad Boys For Fyfe,797.0,RUC,84.0,True,271045,Nic,Naitanui,WCE,RUC,R8,Trade
