,player_id,trade_status,user_team_id,waiver_until,feed_id,first_name,last_name,team
677,291,free_agent,,,1006110,Sam,Fletcher,GCS
678,305,free_agent,,,1000044,Jez,McLennan,GCS
679,311,free_agent,,,1001195,Izak,Rankine,GCS
680,312,free_agent,,,1006108,Mitchell,Riordan,GCS
681,346,free_agent,,,1008940,Ben,Jarvis,GEE
682,348,free_agent,,,1004681,Jacob,Kennerley,GEE
683,350,free_agent,,,997254,Nathan,Kreuger,GEE
684,355,free_agent,,,1013977,Stefan,Okunbor,GEE
685,360,free_agent,,,1008202,Blake,Schlensog,GEE
686,362,free_agent,,,1004940,Sam,Simpson,GEE
687,368,free_agent,,,999382,Jake,Tarca,GEE
688,372,free_agent,,,1008436,Kieren,Briggs,GWS
689,373,free_agent,,,1014038,Callum M.,Brown,GWS
690,374,free_agent,,,1009708,Jack,Buckley,GWS
691,385,free_agent,,,993902,Matthew,Flynn,GWS
692,402,free_agent,,,1006135,Xavier,O'Halloran,GWS
693,408,free_agent,,,1002296,Nick,Shipley,GWS
694,424,free_agent,,,1006128,Will,Golds,HAW
695,425,free_agent,,,1006159,Damon,Greaves,HAW
696,435,free_agent,,,1004991,Harrison,Jones,HAW
697,436,free_agent,,,1006030,Jacob,Koschitzke,HAW
698,450,free_agent,,,1001024,Ned,Reeves,HAW
699,451,free_agent,,,1004919,Jackson,Ross,HAW
700,458,free_agent,,,1002590,Mathew,Walker,HAW
701,462,free_agent,,,1008139,Toby,Bedford,MEL
702,463,free_agent,,,1014081,Austin,Bradtke,MEL
703,478,free_agent,,,1013409,James,Jordon,MEL
704,489,free_agent,,,1004695,Aaron,Nietschke,MEL
705,512,free_agent,,,1006138,Joel,Crocker,NTH
706,523,free_agent,,,1001351,Lachlan,Hosie,NTH
707,538,free_agent,,,1006137,Curtis,Taylor,NTH
708,547,free_agent,,,1004965,Tristan,Xerri,NTH
709,561,free_agent,,,1002355,Tobin,Cox,PTA
710,567,free_agent,,,999320,Martin,Frederick,PTA
711,573,free_agent,,,1002248,Sam,Hayes,PTA
712,585,free_agent,,,1002392,Jake,Patmore,PTA
713,595,free_agent,,,992786,Jake,Aarts,RIC
714,605,free_agent,,,1008297,Riley,Collier-Dawkins,RIC
715,611,free_agent,,,1006536,Luke,English,RIC
716,623,free_agent,,,1002403,Ben,Miller,RIC
717,627,free_agent,,,993771,Marlion,Pickett,RIC
718,636,free_agent,,,1006208,Fraser,Turner,RIC
719,639,free_agent,,,1013976,Sam,Alabakis,STK
720,647,free_agent,,,1002922,Jack,Bytel,STK
721,650,free_agent,,,1002266,Oscar,Clavarino,STK
722,663,free_agent,,,1006143,Max,King,STK
723,669,free_agent,,,1004360,Jack,Mayo,STK
724,684,free_agent,,,1008091,Joel,Amartey,SYD
725,692,free_agent,,,1011791,Zac,Foot,SYD
726,701,free_agent,,,1012101,Michael,Knoll,SYD
727,702,free_agent,,,1004949,Matthew,Ling,SYD
728,706,free_agent,,,1011936,Justin,McInerney,SYD
729,717,free_agent,,,1013624,Harry,Reynolds,SYD
730,723,free_agent,,,1008080,Ryley,Stoddart,SYD
731,728,free_agent,,,1006232,Samuel,Wicks,SYD
732,732,free_agent,,,296070,Ben,Cavarra,WBD
733,750,free_agent,,,998782,Buku,Khamis,WBD
734,758,free_agent,,,1002383,Callum,Porter,WBD
735,764,free_agent,,,992330,Jordon,Sweet,WBD
736,766,free_agent,,,1005000,Laitham,Vandermeer,WBD
737,785,free_agent,,,1011437,Harry,Edwards,WCE
738,786,free_agent,,,1005599,Luke,Foley,WCE
739,800,free_agent,,,1008282,Xavier,O'Neill,WCE
740,815,free_agent,,,1006114,Bailey J.,Williams,WCE
741,817,free_agent,,,291594,Harley,Bennell,MEL
742,720,free_agent,,,1011789,Brady,Rowles,SYD
743,642,free_agent,,,1009221,Jack,Bell,STK
744,123,free_agent,,,1011929,Sam,Philp,CAR
745,260,free_agent,,,1007854,Jarvis,Pina,FRE
746,584,free_agent,,,1009389,Jake,Pasini,PTA
747,13,free_agent,,,1018075,Lachlan,Gollant,ADE
748,31,free_agent,,,1011254,Ronin,O'Connor,ADE
749,33,free_agent,,,1008543,Harry,Schoenberg,ADE
750,43,free_agent,,,1011981,Joshua,Worrell,ADE
751,56,free_agent,,,1006059,Keidean,Coleman,BRL
752,78,free_agent,,,1009386,Jaxon,Prior,BRL
753,81,free_agent,,,1009385,Deven,Robertson,BRL
754,85,free_agent,,,1009242,Brock,Smith,BRL
755,127,free_agent,,,1002942,Sam,Ramsay,CAR
756,139,free_agent,,,1009186,Trent,Bianco,COL
757,168,free_agent,,,1015793,Jay,Rantall,COL
758,171,free_agent,,,1009383,Trey,Ruscoe,COL
759,185,free_agent,,,1011954,Nick,Bryan,ESS
760,186,free_agent,,,1009223,Ned,Cahill,ESS
761,201,free_agent,,,1006506,Lachlan,Johnson,ESS
762,202,free_agent,,,1011755,Harrison,Jones,ESS
763,243,free_agent,,,999321,Minairo,Frederick,FRE
764,288,free_agent,,,999715,Jy,Farrar,GCS
765,317,free_agent,,,1009380,Jeremy,Sharp,GCS
766,338,free_agent,,,1017255,Francis,Evans,GEE
767,367,free_agent,,,1008603,Cameron,Taheny,GEE
768,393,free_agent,,,296984,Tom,Hutchesson,GWS
769,405,free_agent,,,1008123,Jake,Riccardi,GWS
770,438,free_agent,,,1009421,Finn,Maginness,HAW
771,442,free_agent,,,1008537,Josh,Morris,HAW
772,494,free_agent,,,1009378,Trent,Rivers,MEL
773,511,free_agent,,,1015781,Charlie,Comben,NTH
774,527,free_agent,,,1009189,Jack,Mahony,NTH
775,532,free_agent,,,1011771,Flynn,Perez,NTH
776,582,free_agent,,,1005326,Jackson,Mead,PTA
777,592,free_agent,,,1009195,Dylan,Williams,PTA
778,607,free_agent,,,1009308,Noah,Cumberland,RIC
779,608,free_agent,,,1009226,Thomson,Dow,RIC
780,621,free_agent,,,1009313,Will,Martyn,RIC
781,626,free_agent,,,1006193,Bigoa,Nyuon,RIC
782,629,free_agent,,,1011985,Hugo,Ralphsmith,RIC
783,646,free_agent,,,1011994,Ryan,Byrnes,STK
784,652,free_agent,,,1009228,Leo,Connolly,STK
785,695,free_agent,,,1004113,Will,Gould,SYD
786,724,free_agent,,,1005997,Elijah,Taylor,SYD
787,727,free_agent,,,1012014,Chad,Warner,SYD
788,731,free_agent,,,1011992,Louis,Butler,WBD
789,741,free_agent,,,1006533,Riley,Garcia,WBD
790,791,free_agent,,,1011243,Callum,Jamieson,WCE
791,793,free_agent,,,1011464,Ben,Johnson,WCE
792,823,free_agent,,,296452,Darren,Minchington,HAW
793,824,free_agent,,,290889,Keegan,Brooksby,HAW
794,433,free_agent,,,1005150,Emerson,Jeka,HAW
795,198,free_agent,,,298407,Mitchell,Hibberd,ESS
796,810,free_agent,,,1001412,Anthony,Treacy,WCE
797,83,free_agent,,,993836,Sam,Skinner,BRL
798,331,free_agent,,,999326,Bradley,Close,GEE
799,279,free_agent,,,1008454,Connor,Budarick,GCS
800,122,free_agent,,,1011861,Fraser,Phillips,CAR
801,704,free_agent,,,998662,Jack,Maibaum,SYD
802,66,free_agent,,,998105,Corey,Lyons,BRL
803,181,free_agent,,,993797,Thomas,Wilson,COL
804,205,free_agent,,,1018969,Cian,McBride,ESS
805,210,free_agent,,,1019156,Ross,McQuillan,ESS
806,233,free_agent,,,1017984,Isaiah,Butters,FRE
807,257,free_agent,,,1003132,Tom,North,FRE
808,267,free_agent,,,1009381,Leno,Thomas,FRE
809,282,free_agent,,,1009334,Matthew,Conroy,GCS
810,309,free_agent,,,1016116,Patrick,Murtagh,GCS
811,313,free_agent,,,1005986,Malcolm,Rosas,GCS
812,321,free_agent,,,1019157,Luke,Towey,GCS
813,329,free_agent,,,1006101,Oscar,Brownless,GEE
814,448,free_agent,,,1011873,Harrison,Pepper,HAW
815,529,free_agent,,,1006653,Matthew,McGuinness,NTH
816,555,free_agent,,,1008531,Trent,Burgoyne,PTA
817,571,free_agent,,,1004829,Riley,Grundy,PTA
818,594,free_agent,,,999346,Boyd,Woodcock,PTA
819,711,free_agent,,,1019158,Barry,O'Connor,SYD
820,779,free_agent,,,998107,Hamish,Brayshaw,WCE
821,799,free_agent,,,1009353,Mitchell,O'Neill,WCE
822,818,free_agent,,,1016214,Ayce,Taylor,ADE
823,821,free_agent,,,1016097,Henry,Crauford,ESS
824,822,free_agent,,,1020224,Tom,Hird,ESS
825,825,free_agent,,,297668,Nicholas,Reid,WCE
